chrom,start,end,value
chr11,1776624,1776644,1
chr11,1776644,1776744,2
chr11,1776744,1776764,3
chr11,1776764,1776804,2
chr11,1776804,1776884,1
chr11,1777364,1777504,1
chr11,1777564,1777584,1
chr11,1777584,1777644,2
chr11,1777644,1777724,3
chr11,1777724,1777744,2
chr11,1777744,1777784,1
chr11,1778004,1778024,1
chr11,1778024,1778144,2
chr11,1778144,1778184,1
chr11,1778264,1778384,1
chr11,1778384,1778404,2
chr11,1778404,1778424,1
chr11,1778424,1778524,2
chr11,1778524,1778584,1
chr11,1778824,1778844,1
chr11,1778844,1778984,2
chr11,1779084,1779164,1
chr11,1779164,1779184,2
chr11,1779184,1779224,3
chr11,1779224,1779284,2
chr11,1779284,1779324,3
chr11,1779324,1779344,2
chr11,1779344,1779444,1
chr11,1779484,1779644,1
chr11,1779704,1779844,1
chr11,1780184,1780324,1
chr11,1780564,1780664,1
chr11,1780664,1780724,2
chr11,1780724,1780804,1
chr11,1780944,1781104,1
chr11,1781224,1781344,1
chr11,1781344,1781364,2
chr11,1781364,1781484,1
chr11,1781644,1781664,1
chr11,1781664,1781784,2
chr11,1781784,1781824,1
chr11,1782324,1782404,1
chr11,1782404,1782444,2
chr11,1782444,1782464,3
chr11,1782464,1782484,4
chr11,1782484,1782564,3
chr11,1782564,1782584,2
chr11,1782584,1782604,1
chr11,1783264,1783424,1
chr11,1783444,1783584,1
chr11,1783944,1784104,1
chr11,1784104,1784224,2
chr11,1784224,1784264,1
chr11,1784404,1784464,1
chr11,1784464,1784544,3
chr11,1784544,1784604,2
chr11,1784604,1784624,3
chr11,1784624,1784704,1
chr11,1784704,1784744,2
chr11,1784744,1784844,1
chr11,1785024,1785204,1
chr11,1785204,1785364,2
chr11,1785364,1785464,1
chr11,1785484,1785544,1
chr11,1785544,1785644,3
chr11,1785644,1785684,2
chr11,1786704,1786864,1
chr11,1787384,1787504,1
chr11,1787504,1787544,3
chr11,1787544,1787624,2
chr11,1787624,1787644,4
chr11,1787644,1787684,3
chr11,1787684,1787784,5
chr11,1787784,1787804,3
chr11,1787804,1787824,2
chr11,1787824,1787844,1
chr11,1788044,1788204,1
chr11,1788384,1788524,1
chr11,1788644,1788784,2
chr11,1788784,1788844,1
chr11,1788844,1788944,2
chr11,1788944,1788964,3
chr11,1788964,1789004,2
chr11,1789004,1789104,1
chr11,1789564,1789624,1
chr11,1789624,1789724,2
chr11,1789724,1789784,1
chr11,1789884,1789984,1
chr11,1789984,1790044,2
chr11,1790044,1790144,1
chr11,1790684,1790784,1
chr11,1790784,1790944,2
chr11,1790944,1790984,1
chr11,1791324,1791344,1
chr11,1791344,1791464,2
chr11,1791464,1791484,1
chr11,1791604,1791744,1
chr11,1792144,1792284,2
chr11,1792604,1792764,1
chr11,1793244,1793384,1
chr11,1793564,1793584,1
chr11,1793584,1793704,2
chr11,1793704,1793724,1
chr11,1793824,1793964,1
chr11,1794064,1794224,1
chr11,1795564,1795644,1
chr11,1795644,1795724,2
chr11,1795724,1795804,1
chr11,1796164,1796324,1
chr11,1797264,1797404,1
chr11,1797684,1797844,1
chr11,1797924,1798084,1
chr11,1798184,1798224,1
chr11,1798224,1798304,3
chr11,1798304,1798324,4
chr11,1798324,1798384,3
chr11,1798384,1798444,1
chr11,1799444,1799584,1
chr11,1799644,1799804,1
chr11,1800444,1800604,1
chr11,1800644,1800684,1
chr11,1800684,1800824,2
chr11,1800824,1800924,1
chr11,1800924,1800944,2
chr11,1800944,1801084,1
chr11,1801284,1801444,1
chr11,1801504,1801644,1
chr11,1802204,1802224,1
chr11,1802224,1802264,3
chr11,1802264,1802304,4
chr11,1802304,1802364,6
chr11,1802364,1802384,4
chr11,1802384,1802424,3
chr11,1802424,1802444,2
chr11,1802604,1802624,1
chr11,1802624,1802784,3
chr11,1802784,1802804,1
chr11,1802804,1802824,4
chr11,1802824,1802864,7
chr11,1802864,1802884,12
chr11,1802884,1802904,20
chr11,1802904,1802924,30
chr11,1802924,1802944,34
chr11,1802944,1802964,37
chr11,1802964,1802984,40
chr11,1802984,1803024,43
chr11,1803024,1803044,39
chr11,1803044,1803064,25
chr11,1803064,1803084,20
chr11,1803084,1803104,17
chr11,1803104,1803124,13
chr11,1803124,1803144,6
chr11,1803144,1803164,4
chr11,1803164,1803184,3
chr11,1803184,1803204,1
chr11,1803224,1803244,1
chr11,1803244,1803384,2
chr11,1803384,1803404,1
chr11,1803844,1803944,1
chr11,1803944,1804104,2
chr11,1804104,1804124,1
chr11,1804444,1804464,1
chr11,1804464,1804524,4
chr11,1804524,1804624,5
chr11,1804624,1804684,2
chr11,1804684,1804744,1
chr11,1805124,1805144,1
chr11,1805144,1805284,2
chr11,1805284,1805304,1
chr11,1805584,1805744,1
chr11,1806044,1806124,1
chr11,1806124,1806164,2
chr11,1806164,1806204,3
chr11,1806204,1806244,2
chr11,1806244,1806264,3
chr11,1806264,1806324,2
chr11,1806324,1806384,1
chr11,1806384,1806404,2
chr11,1806404,1806424,1
chr11,1806424,1806444,2
chr11,1806444,1806544,3
chr11,1806544,1806584,2
chr11,1806584,1806604,1
chr11,1806704,1806824,1
chr11,1806824,1806844,2
chr11,1806844,1806864,1
chr11,1806864,1806984,2
chr11,1806984,1807004,1
chr11,1807004,1807024,2
chr11,1807024,1807144,1
chr11,1807164,1807304,1
chr11,1808504,1808644,1
chr11,1808644,1808684,2
chr11,1808684,1808704,3
chr11,1808704,1808724,5
chr11,1808724,1808764,7
chr11,1808764,1808784,9
chr11,1808784,1808844,10
chr11,1808844,1808864,9
chr11,1808864,1808884,6
chr11,1808884,1808904,5
chr11,1808904,1808944,6
chr11,1808944,1809044,4
chr11,1809044,1809064,3
chr11,1809064,1809104,1
chr11,1809224,1809304,1
chr11,1809304,1809444,2
chr11,1809444,1809504,1
chr11,1809864,1810004,1
chr11,1810064,1810104,1
chr11,1810104,1810144,2
chr11,1810144,1810184,3
chr11,1810184,1810204,4
chr11,1810204,1810224,5
chr11,1810224,1810244,4
chr11,1810244,1810324,3
chr11,1810324,1810344,4
chr11,1810344,1810364,2
chr11,1810364,1810404,3
chr11,1810404,1810464,4
chr11,1810464,1810484,3
chr11,1810484,1810524,2
chr11,1810524,1810564,3
chr11,1810564,1810624,4
chr11,1810624,1810684,5
chr11,1810684,1810704,3
chr11,1810704,1810824,2
chr11,1810824,1810844,3
chr11,1810844,1810904,2
chr11,1810904,1810944,3
chr11,1810944,1810984,2
chr11,1810984,1811044,1
chr11,1811064,1811344,1
chr11,1811344,1811364,2
chr11,1811364,1811384,1
chr11,1811384,1811504,2
chr11,1811504,1811664,1
chr11,1811704,1811844,1
chr11,1811844,1811864,2
chr11,1811864,1811884,1
chr11,1811884,1811904,2
chr11,1811904,1812004,3
chr11,1812004,1812044,2
chr11,1812044,1812184,1
chr11,1812664,1812724,1
chr11,1812724,1812804,2
chr11,1812804,1812824,1
chr11,1812824,1812884,2
chr11,1812884,1812984,1
chr11,1813064,1813204,1
chr11,1813484,1813564,1
chr11,1813564,1813584,2
chr11,1813584,1813724,3
chr11,1813724,1813784,1
chr11,1814584,1814724,1
chr11,1814824,1814904,1
chr11,1814904,1814984,2
chr11,1814984,1815044,1
chr11,1815184,1815344,1
chr11,1815404,1815424,1
chr11,1815424,1815444,2
chr11,1815444,1815464,3
chr11,1815464,1815544,4
chr11,1815544,1815564,6
chr11,1815564,1815584,4
chr11,1815584,1815604,6
chr11,1815604,1815624,7
chr11,1815624,1815644,10
chr11,1815644,1815664,11
chr11,1815664,1815684,16
chr11,1815684,1815704,14
chr11,1815704,1815724,15
chr11,1815724,1815744,14
chr11,1815744,1815764,11
chr11,1815764,1815784,9
chr11,1815784,1815804,8
chr11,1815804,1815824,5
chr11,1815824,1815864,3
chr11,1815864,1815884,2
chr11,1815884,1815924,1
chr11,1816024,1816104,1
chr11,1816104,1816164,2
chr11,1816164,1816264,1
chr11,1816384,1816404,1
chr11,1816404,1816464,2
chr11,1816464,1816524,3
chr11,1816524,1816544,2
chr11,1816544,1816604,1
chr11,1816604,1816764,2
chr11,1816764,1816784,1
chr11,1816844,1817004,1
chr11,1817064,1817204,1
chr11,1817244,1817384,1
chr11,1817584,1817684,1
chr11,1817684,1817724,2
chr11,1817724,1817744,5
chr11,1817744,1817844,4
chr11,1817844,1817864,3
chr11,1817864,1817884,1
chr11,1817944,1817984,1
chr11,1817984,1818104,2
chr11,1818104,1818124,1
chr11,1818164,1818244,1
chr11,1818244,1818264,2
chr11,1818264,1818324,3
chr11,1818324,1818404,2
chr11,1818564,1818704,1
chr11,1819504,1819664,1
chr11,1819724,1819744,1
chr11,1819744,1819764,2
chr11,1819764,1819864,3
chr11,1819864,1819904,2
chr11,1819904,1819924,1
chr11,1820124,1820144,1
chr11,1820144,1820204,2
chr11,1820204,1820244,3
chr11,1820244,1820284,4
chr11,1820284,1820304,3
chr11,1820304,1820324,4
chr11,1820324,1820344,5
chr11,1820344,1820364,10
chr11,1820364,1820404,11
chr11,1820404,1820444,14
chr11,1820444,1820464,13
chr11,1820464,1820484,12
chr11,1820484,1820504,8
chr11,1820504,1820524,5
chr11,1820524,1820544,4
chr11,1820544,1820564,2
chr11,1820564,1820604,1
chr11,1820604,1820664,3
chr11,1820664,1820744,2
chr11,1820744,1820764,1
chr11,1820784,1820824,1
chr11,1820824,1820904,2
chr11,1820904,1820924,3
chr11,1820924,1821064,2
chr11,1821064,1821264,1
chr11,1821304,1821424,1
chr11,1821424,1821464,2
chr11,1821464,1821564,1
chr11,1821584,1821724,1
chr11,1821844,1821964,1
chr11,1821964,1822024,2
chr11,1822024,1822064,4
chr11,1822064,1822144,5
chr11,1822144,1822164,4
chr11,1822164,1822184,3
chr11,1822184,1822244,2
chr11,1822244,1822264,5
chr11,1822264,1822284,7
chr11,1822284,1822304,9
chr11,1822304,1822384,11
chr11,1822384,1822404,17
chr11,1822404,1822424,22
chr11,1822424,1822444,32
chr11,1822444,1822464,41
chr11,1822464,1822484,56
chr11,1822484,1822504,69
chr11,1822504,1822524,75
chr11,1822524,1822544,86
chr11,1822544,1822564,89
chr11,1822564,1822584,90
chr11,1822584,1822604,81
chr11,1822604,1822624,70
chr11,1822624,1822644,72
chr11,1822644,1822664,63
chr11,1822664,1822684,51
chr11,1822684,1822704,40
chr11,1822704,1822724,30
chr11,1822724,1822744,22
chr11,1822744,1822764,19
chr11,1822764,1822784,6
chr11,1822784,1822824,1
chr11,1822864,1822904,1
chr11,1822904,1822924,2
chr11,1822924,1822944,3
chr11,1822944,1822964,4
chr11,1822964,1823004,6
chr11,1823004,1823044,5
chr11,1823044,1823064,4
chr11,1823064,1823104,3
chr11,1823104,1823164,4
chr11,1823164,1823244,5
chr11,1823244,1823304,4
chr11,1823304,1823324,3
chr11,1823324,1823364,4
chr11,1823364,1823404,5
chr11,1823404,1823424,4
chr11,1823424,1823444,5
chr11,1823444,1823464,6
chr11,1823464,1823504,5
chr11,1823504,1823544,4
chr11,1823544,1823564,3
chr11,1823564,1823584,4
chr11,1823584,1823624,1
chr11,1823624,1823684,2
chr11,1823684,1823704,3
chr11,1823704,1823724,2
chr11,1823724,1823784,3
chr11,1823784,1823824,2
chr11,1823824,1823844,3
chr11,1823844,1823864,2
chr11,1823864,1823984,1
chr11,1824404,1824504,1
chr11,1824504,1824544,2
chr11,1824544,1824564,3
chr11,1824564,1824664,2
chr11,1824664,1824844,1
chr11,1825344,1825404,1
chr11,1825404,1825464,2
chr11,1825464,1825484,3
chr11,1825484,1825544,2
chr11,1825544,1825564,3
chr11,1825564,1825624,2
chr11,1825624,1825664,1
chr11,1825664,1825704,4
chr11,1825704,1825744,3
chr11,1825744,1825764,4
chr11,1825764,1825824,5
chr11,1825824,1825904,3
chr11,1825904,1825924,4
chr11,1825924,1826024,3
chr11,1826024,1826044,4
chr11,1826044,1826084,3
chr11,1826084,1826104,4
chr11,1826104,1826184,3
chr11,1826184,1826204,2
chr11,1826204,1826244,1
chr11,1826404,1826544,1
chr11,1826904,1827044,1
chr11,1827104,1827264,1
chr11,1827464,1827544,1
chr11,1827544,1827584,2
chr11,1827584,1827624,3
chr11,1827624,1827664,2
chr11,1827664,1827704,3
chr11,1827704,1827724,2
chr11,1827724,1827744,3
chr11,1827744,1827824,2
chr11,1827824,1827864,1
chr11,1828044,1828104,2
chr11,1828104,1828184,3
chr11,1828184,1828204,2
chr11,1828204,1828244,1
chr11,1828504,1828544,1
chr11,1828544,1828644,2
chr11,1828644,1828684,1
chr11,1828744,1828884,1
chr11,1828904,1828924,1
chr11,1828924,1829064,2
chr11,1829164,1829204,1
chr11,1829204,1829304,2
chr11,1829304,1829344,1
chr11,1829364,1829524,1
chr11,1829564,1829704,1
chr11,1829924,1830084,1
chr11,1830104,1830244,1
chr11,1830344,1830364,1
chr11,1830364,1830384,3
chr11,1830384,1830504,4
chr11,1830504,1830524,2
chr11,1830524,1830544,1
chr11,1830724,1830784,1
chr11,1830784,1830804,2
chr11,1830804,1830884,3
chr11,1830884,1830924,2
chr11,1830924,1830964,1
chr11,1831024,1831124,1
chr11,1831124,1831164,2
chr11,1831164,1831284,1
chr11,1832224,1832364,1
chr11,1832644,1832804,1
chr11,1832844,1832924,1
chr11,1832924,1832944,2
chr11,1832944,1832984,4
chr11,1832984,1833064,3
chr11,1833064,1833084,2
chr11,1833084,1833104,1
chr11,1833144,1833304,1
chr11,1833464,1833624,1
chr11,1834084,1834244,1
chr11,1834424,1834584,1
chr11,1835164,1835304,1
chr11,1835944,1836044,1
chr11,1836044,1836104,2
chr11,1836104,1836124,1
chr11,1836124,1836184,2
chr11,1836184,1836204,3
chr11,1836204,1836264,2
chr11,1836264,1836324,1
chr11,1836524,1836644,1
chr11,1836644,1836664,2
chr11,1836664,1836744,1
chr11,1836744,1836764,2
chr11,1836764,1836804,3
chr11,1836804,1836904,2
chr11,1836904,1836924,1
chr11,1837224,1837364,1
chr11,1838604,1838744,1
chr11,1838884,1839024,1
chr11,1839164,1839304,1
chr11,1839824,1839984,1
chr11,1840004,1840164,1
chr11,1840564,1840704,1
chr11,1841324,1841344,1
chr11,1841344,1841404,2
chr11,1841404,1841484,4
chr11,1841484,1841544,3
chr11,1841544,1841564,2
chr11,1841564,1841624,1
chr11,1841724,1841764,1
chr11,1841764,1841884,2
chr11,1841884,1841924,1
chr11,1842204,1842324,1
chr11,1842324,1842364,2
chr11,1842364,1842424,1
chr11,1842424,1842484,2
chr11,1842484,1842564,1
chr11,1842844,1843004,1
chr11,1843484,1843624,1
chr11,1843664,1843804,1
chr11,1843844,1843924,1
chr11,1843924,1844004,2
chr11,1844004,1844084,1
chr11,1844444,1844484,2
chr11,1844484,1844584,3
chr11,1844584,1844604,2
chr11,1844604,1844624,1
chr11,1845124,1845264,1
chr11,1845384,1845424,1
chr11,1845424,1845544,2
chr11,1845544,1845564,1
chr11,1845624,1845744,1
chr11,1845744,1845764,2
chr11,1845764,1845884,1
chr11,1846144,1846284,1
chr11,1846504,1846544,1
chr11,1846544,1846584,2
chr11,1846584,1846644,3
chr11,1846644,1846684,2
chr11,1846684,1846704,1
chr11,1846704,1846724,3
chr11,1846724,1846764,2
chr11,1846764,1846844,3
chr11,1846844,1846864,2
chr11,1846864,1846904,1
chr11,1847524,1847664,1
chr11,1847704,1847804,1
chr11,1847804,1847844,2
chr11,1847844,1847964,1
chr11,1848104,1848264,1
chr11,1848464,1848624,1
chr11,1848784,1848844,1
chr11,1848844,1848884,2
chr11,1848884,1848984,3
chr11,1848984,1849084,4
chr11,1849084,1849104,3
chr11,1849104,1849144,4
chr11,1849144,1849184,3
chr11,1849184,1849204,5
chr11,1849204,1849264,4
chr11,1849264,1849284,3
chr11,1849284,1849324,2
chr11,1849324,1849464,1
chr11,1849724,1849884,1
chr11,1850464,1850544,1
chr11,1850544,1850624,2
chr11,1850624,1850684,1
chr11,1850684,1850704,2
chr11,1850704,1850824,1
chr11,1851064,1851224,1
chr11,1851224,1851324,2
chr11,1851324,1851344,3
chr11,1851344,1851364,2
chr11,1851364,1851464,1
chr11,1852104,1852264,2
chr11,1852264,1852384,1
chr11,1852444,1852584,2
chr11,1852884,1853024,1
chr11,1853124,1853284,1
chr11,1854264,1854284,3
chr11,1854284,1854344,5
chr11,1854344,1854404,7
chr11,1854404,1854424,5
chr11,1854424,1854444,4
chr11,1854444,1854484,2
chr11,1854504,1854664,2
chr11,1854744,1854904,1
chr11,1855244,1855384,1
chr11,1855484,1855564,1
chr11,1855564,1855644,2
chr11,1855644,1855724,1
chr11,1856584,1856744,1
chr11,1857104,1857184,1
chr11,1857184,1857204,2
chr11,1857204,1857264,3
chr11,1857264,1857344,2
chr11,1857624,1857724,1
chr11,1857724,1857764,2
chr11,1857764,1857864,1
chr11,1857864,1857884,2
chr11,1857884,1858184,1
chr11,1858244,1858324,1
chr11,1858324,1858404,3
chr11,1858404,1858424,2
chr11,1858424,1858484,3
chr11,1858484,1858564,2
chr11,1858564,1858624,1
chr11,1858724,1858744,1
chr11,1858744,1858864,2
chr11,1858864,1858884,1
chr11,1858884,1858944,2
chr11,1858944,1859044,3
chr11,1859044,1859084,1
chr11,1859204,1859344,1
chr11,1859524,1859684,1
chr11,1859704,1859724,1
chr11,1859724,1859924,2
chr11,1859924,1859984,3
chr11,1859984,1860024,2
chr11,1860024,1860084,1
chr11,1860084,1860184,2
chr11,1860184,1860244,3
chr11,1860244,1860264,2
chr11,1860264,1860284,3
chr11,1860284,1860304,4
chr11,1860304,1860384,9
chr11,1860384,1860424,12
chr11,1860424,1860444,15
chr11,1860444,1860464,12
chr11,1860464,1860524,10
chr11,1860524,1860544,7
chr11,1860544,1860564,6
chr11,1860564,1860604,3
chr11,1860604,1860724,2
chr11,1860784,1860924,3
chr11,1860924,1860944,2
chr11,1861144,1861444,1
chr11,1861604,1861624,1
chr11,1861624,1861764,2
chr11,1861764,1861784,1
chr11,1862204,1862364,1
chr11,1862424,1862584,1
chr11,1862924,1862944,1
chr11,1862944,1863064,2
chr11,1863064,1863224,1
chr11,1863284,1863304,1
chr11,1863304,1863364,2
chr11,1863364,1863424,3
chr11,1863424,1863464,2
chr11,1863464,1863524,1
chr11,1864284,1864444,1
chr11,1864704,1864864,1
chr11,1864904,1865064,1
chr11,1865164,1865284,1
chr11,1865284,1865304,2
chr11,1865304,1865424,1
chr11,1865724,1865884,1
chr11,1865904,1866064,1
chr11,1866204,1866364,1
chr11,1866404,1866424,1
chr11,1866424,1866564,2
chr11,1866564,1866584,1
chr11,1866664,1866684,1
chr11,1866684,1866804,2
chr11,1866804,1866984,1
chr11,1866984,1867004,2
chr11,1867004,1867144,1
chr11,1867964,1868124,1
chr11,1868224,1868364,1
chr11,1868484,1868644,1
chr11,1868984,1869144,1
chr11,1869404,1869444,1
chr11,1869444,1869544,2
chr11,1869544,1869584,1
chr11,1869664,1869824,2
chr11,1869944,1869984,1
chr11,1869984,1870104,2
chr11,1870104,1870144,1
chr11,1870224,1870364,1
chr11,1870464,1870584,1
chr11,1870584,1870624,2
chr11,1870624,1870884,1
chr11,1871104,1871244,1
chr11,1871344,1871484,1
chr11,1871924,1872064,1
chr11,1872324,1872484,1
chr11,1872524,1872684,1
chr11,1872824,1872984,1
chr11,1873484,1873544,2
chr11,1873544,1873584,3
chr11,1873584,1873604,4
chr11,1873604,1873624,5
chr11,1873624,1873644,4
chr11,1873644,1873704,3
chr11,1873704,1873724,2
chr11,1873724,1873884,1
chr11,1873884,1873904,2
chr11,1873904,1873964,1
chr11,1873964,1874044,2
chr11,1874044,1874124,1
chr11,1874224,1874264,1
chr11,1874264,1874544,2
chr11,1874544,1874704,1
chr11,1874744,1874764,3
chr11,1874764,1874784,4
chr11,1874784,1874804,5
chr11,1874804,1874824,7
chr11,1874824,1874844,8
chr11,1874844,1874864,10
chr11,1874864,1874884,11
chr11,1874884,1874904,8
chr11,1874904,1874924,7
chr11,1874924,1874964,9
chr11,1874964,1874984,8
chr11,1874984,1875044,7
chr11,1875044,1875064,9
chr11,1875064,1875144,6
chr11,1875144,1875164,4
chr11,1875164,1875184,5
chr11,1875184,1875204,6
chr11,1875204,1875284,4
chr11,1875284,1875304,3
chr11,1875304,1875324,2
chr11,1875324,1875404,1
chr11,1875484,1875504,1
chr11,1875504,1875604,3
chr11,1875604,1875644,5
chr11,1875644,1875704,2
chr11,1875704,1875744,3
chr11,1875744,1875844,2
chr11,1875844,1875904,1
chr11,1876124,1876424,1
chr11,1876864,1876884,1
chr11,1876884,1876904,2
chr11,1876904,1876964,3
chr11,1876964,1877004,4
chr11,1877004,1877024,7
chr11,1877024,1877044,6
chr11,1877044,1877104,5
chr11,1877104,1877144,4
chr11,1877144,1877164,3
chr11,1877164,1877304,1
chr11,1877324,1877444,1
chr11,1877444,1877464,2
chr11,1877464,1877564,1
chr11,1877564,1877604,2
chr11,1877604,1877724,1
chr11,1877904,1878044,1
chr11,1878184,1878324,1
chr11,1878344,1878364,1
chr11,1878364,1878404,2
chr11,1878404,1878424,3
chr11,1878424,1878504,4
chr11,1878504,1878564,3
chr11,1878564,1878664,2
chr11,1878664,1878744,1
chr11,1878924,1879064,1
chr11,1879124,1879204,1
chr11,1879204,1879264,2
chr11,1879264,1879364,1
chr11,1879384,1879404,1
chr11,1879404,1879444,2
chr11,1879444,1879464,3
chr11,1879464,1879524,4
chr11,1879524,1879544,5
chr11,1879544,1879604,3
chr11,1879604,1879624,2
chr11,1879624,1879664,1
chr11,1880004,1880084,1
chr11,1880084,1880104,2
chr11,1880104,1880144,3
chr11,1880144,1880204,4
chr11,1880204,1880244,5
chr11,1880244,1880284,4
chr11,1880284,1880304,3
chr11,1880304,1880344,2
chr11,1880344,1880384,1
chr11,1880864,1881004,1
chr11,1881244,1881384,1
chr11,1881484,1881564,1
chr11,1881564,1881624,2
chr11,1881624,1881664,1
chr11,1881664,1881724,2
chr11,1881724,1881804,1
chr11,1881804,1881824,2
chr11,1881824,1881944,1
chr11,1883404,1883424,1
chr11,1883424,1883564,2
chr11,1883564,1883584,1
chr11,1883604,1883744,1
chr11,1883864,1883884,1
chr11,1883884,1883904,2
chr11,1883904,1884024,3
chr11,1884024,1884064,2
chr11,1884064,1884124,1
chr11,1884124,1884164,2
chr11,1884164,1884184,3
chr11,1884184,1884204,2
chr11,1884204,1884264,3
chr11,1884264,1884324,2
chr11,1884324,1884364,1
chr11,1884404,1884424,1
chr11,1884424,1884484,2
chr11,1884484,1884544,3
chr11,1884544,1884564,2
chr11,1884564,1884624,1
chr11,1884944,1885104,1
chr11,1885124,1885164,1
chr11,1885164,1885284,2
chr11,1885284,1885304,1
chr11,1885464,1885764,1
chr11,1885784,1885884,1
chr11,1885884,1885904,2
chr11,1885904,1885924,3
chr11,1885924,1886024,5
chr11,1886024,1886064,4
chr11,1886064,1886084,3
chr11,1886084,1886184,2
chr11,1886184,1886204,3
chr11,1886204,1886224,2
chr11,1886224,1886324,1
chr11,1886504,1886624,1
chr11,1886624,1886644,2
chr11,1886644,1886664,3
chr11,1886664,1886744,2
chr11,1886744,1886764,3
chr11,1886764,1886784,2
chr11,1886784,1886904,1
chr11,1887524,1887664,1
chr11,1887824,1887924,1
chr11,1887924,1887984,2
chr11,1887984,1888064,1
chr11,1888304,1888324,1
chr11,1888324,1888444,2
chr11,1888444,1888464,3
chr11,1888464,1888604,1
chr11,1889544,1889684,1
chr11,1890104,1890204,1
chr11,1890204,1890264,2
chr11,1890264,1890344,1
chr11,1890644,1890804,1
chr11,1890964,1891124,1
chr11,1891184,1891224,1
chr11,1891224,1891284,2
chr11,1891284,1891324,3
chr11,1891324,1891444,2
chr11,1891444,1891524,1
chr11,1891684,1891784,1
chr11,1891784,1891824,2
chr11,1891824,1891844,3
chr11,1891844,1891944,2
chr11,1891944,1891964,1
chr11,1892084,1892244,1
chr11,1892264,1892344,1
chr11,1892344,1892384,2
chr11,1892384,1892404,3
chr11,1892404,1892504,2
chr11,1892504,1892524,1
chr11,1892744,1892904,1
chr11,1892924,1893084,1
chr11,1893904,1894044,1
chr11,1894264,1894404,1
chr11,1894864,1894924,1
chr11,1894924,1895004,2
chr11,1895004,1895084,1
chr11,1895164,1895324,1
chr11,1895484,1895564,1
chr11,1895564,1895584,2
chr11,1895584,1895644,3
chr11,1895644,1895724,2
chr11,1895724,1895744,1
chr11,1896244,1896364,2
chr11,1896364,1896384,3
chr11,1896384,1896504,2
chr11,1896504,1896664,1
chr11,1896744,1896904,1
chr11,1897264,1897344,2
chr11,1897344,1897404,4
chr11,1897404,1897424,3
chr11,1897424,1897504,2
chr11,1897644,1897804,1
chr11,1897944,1898104,1
chr11,1898324,1898484,1
chr11,1898864,1899164,1
chr11,1899164,1899184,2
chr11,1899184,1899264,1
chr11,1899264,1899304,4
chr11,1899304,1899384,3
chr11,1899384,1899404,4
chr11,1899404,1899424,3
chr11,1899424,1899464,2
chr11,1899464,1899524,4
chr11,1899524,1899624,3
chr11,1899624,1899724,2
chr11,1899724,1899764,1
chr11,1899824,1899964,1
chr11,1900024,1900064,1
chr11,1900064,1900184,2
chr11,1900184,1900224,1
chr11,1900544,1900624,1
chr11,1900624,1900704,3
chr11,1900704,1900784,2
chr11,1900784,1900844,1
chr11,1900844,1900944,2
chr11,1900944,1900984,1
chr11,1901224,1901384,1
chr11,1901804,1901824,1
chr11,1901824,1901924,2
chr11,1901924,1901944,3
chr11,1901944,1901984,2
chr11,1901984,1902064,1
chr11,1902124,1902284,1
chr11,1902424,1902584,1
chr11,1902704,1902844,1
chr11,1902944,1903244,1
chr11,1903424,1903584,1
chr11,1903804,1903944,1
chr11,1904224,1904424,1
chr11,1904424,1904484,3
chr11,1904484,1904504,4
chr11,1904504,1904564,3
chr11,1904564,1904664,2
chr11,1904664,1904724,3
chr11,1904724,1904764,2
chr11,1904764,1904824,1
chr11,1904824,1904864,2
chr11,1904864,1904964,3
chr11,1904964,1905124,1
chr11,1905124,1905164,2
chr11,1905164,1905264,1
chr11,1905284,1905324,1
chr11,1905324,1905344,2
chr11,1905344,1905444,3
chr11,1905444,1905464,2
chr11,1905464,1905504,1
chr11,1905604,1905704,1
chr11,1905704,1905744,2
chr11,1905744,1905784,1
chr11,1905784,1905864,2
chr11,1905864,1905944,1
chr11,1905964,1906104,1
chr11,1906304,1906424,1
chr11,1906424,1906444,2
chr11,1906444,1906564,1
chr11,1906964,1907124,1
chr11,1907144,1907284,1
chr11,1907484,1907644,1
chr11,1907864,1908004,1
chr11,1908004,1908024,2
chr11,1908024,1908164,1
chr11,1908204,1908284,1
chr11,1908284,1908344,2
chr11,1908344,1908364,1
chr11,1908364,1908384,4
chr11,1908384,1908404,5
chr11,1908404,1908504,7
chr11,1908504,1908524,6
chr11,1908524,1908544,5
chr11,1908544,1908584,2
chr11,1908584,1908644,1
chr11,1908944,1909004,1
chr11,1909004,1909064,2
chr11,1909064,1909084,4
chr11,1909084,1909144,3
chr11,1909144,1909164,4
chr11,1909164,1909204,3
chr11,1909204,1909224,2
chr11,1909224,1909284,1
chr11,1909284,1909304,2
chr11,1909304,1909324,1
chr11,1909324,1909384,2
chr11,1909384,1909444,3
chr11,1909444,1909464,2
chr11,1909464,1909544,1
chr11,1909624,1909784,1
chr11,1910044,1910204,1
chr11,1910284,1910604,1
chr11,1911224,1911364,1
chr11,1911384,1911524,2
chr11,1911524,1911544,1
chr11,1911684,1911764,1
chr11,1911764,1911824,2
chr11,1911824,1911904,1
chr11,1911944,1911984,1
chr11,1911984,1912124,2
chr11,1912124,1912264,1
chr11,1912284,1912304,1
chr11,1912304,1912444,2
chr11,1912444,1912464,1
chr11,1912724,1912744,1
chr11,1912744,1912864,2
chr11,1912864,1912924,1
chr11,1912924,1913044,2
chr11,1913044,1913064,1
chr11,1913064,1913084,2
chr11,1913084,1913124,1
chr11,1913124,1913224,2
