chrom1,start1,end1,chrom2,start2,end2,name,Zscore,strand1,strand2
chr1,153778586,153781647,chr1,153798411,153802063,9632,1e-10,.,.
chr1,153797436,153799155,chr1,153923652,153926348,9635,1e-10,.,.
chr1,153799333,153801176,chr1,153924833,153926349,9636,6.19e-09,.,.
chr1,153844730,153847972,chr1,153926402,153929369,9637,1e-10,.,.
chr1,153878095,153884623,chr1,153886517,153889772,9638,1e-10,.,.
chr1,153881562,153883451,chr1,153891420,153895047,9639,1e-10,.,.
chr1,153884690,153891180,chr1,153911212,153916089,9640,1e-10,.,.
chr1,153890145,153893788,chr1,153981482,153984736,9642,1e-10,.,.
chr1,153891505,153894699,chr1,153914125,153916627,9643,1e-10,.,.
chr1,153902227,153906118,chr1,153908160,153911468,9644,1e-10,.,.
chr1,153925257,153928663,chr1,154289572,154292117,9647,1e-10,.,.
chr1,153989226,153995194,chr1,153996227,154004527,9649,1e-10,.,.
chr1,154036034,154037921,chr1,154063165,154067423,9650,1e-10,.,.
chr1,154044759,154047410,chr1,154051163,154054679,9651,1e-10,.,.
chr1,154049929,154053039,chr1,154058743,154060523,9652,1e-10,.,.
chr1,154069466,154072537,chr1,154145962,154149735,9656,1e-10,.,.
chr1,154070850,154072646,chr1,154084975,154087155,9657,1e-10,.,.
chr1,154078383,154081239,chr1,154169844,154173041,9658,1e-10,.,.
chr1,154091795,154100080,chr1,154145094,154151603,9659,1e-10,.,.
chr1,154092116,154097488,chr1,154165966,154171465,9660,1e-10,.,.
chr1,154093647,154098486,chr1,154289348,154292982,9661,1e-10,.,.
chr1,154093681,154097686,chr1,154105136,154108368,9662,1e-10,.,.
chr1,154094344,154096141,chr1,154447247,154450325,9663,3.64e-10,.,.
chr1,154117990,154120851,chr1,154146989,154149404,9665,1e-10,.,.
chr1,154118101,154120743,chr1,154134784,154137172,9666,1e-10,.,.
chr1,154128074,154130174,chr1,154134042,154137182,9667,1e-10,.,.
chr1,154133999,154139972,chr1,154144893,154148241,9668,1e-10,.,.
chr1,154144992,154149044,chr1,154287143,154290883,9670,1e-10,.,.
chr1,154146006,154149384,chr1,154213195,154216079,9671,1e-10,.,.
chr1,154146532,154149239,chr1,154205509,154208598,9672,4.27e-10,.,.
chr1,154167253,154174764,chr1,154284959,154294085,9674,1e-10,.,.
chr1,154167927,154170291,chr1,154306550,154310150,9675,1.07e-10,.,.
chr1,154168872,154172561,chr1,154236844,154241453,9676,1e-10,.,.
chr1,154169405,154172110,chr1,154254966,154260275,9677,1e-10,.,.
chr1,154169536,154172521,chr1,154317399,154320609,9678,1e-10,.,.
chr1,154169781,154172560,chr1,154300351,154303059,9679,1e-10,.,.
chr1,154172567,154175340,chr1,154300656,154304307,9680,1e-10,.,.
chr1,154175344,154181185,chr1,154288840,154293664,9681,1e-10,.,.
chr1,154179017,154182406,chr1,154296061,154299262,9682,1e-10,.,.
chr1,154201400,154205651,chr1,154288482,154291968,9683,1e-10,.,.
chr1,154210217,154213783,chr1,154255835,154257397,9684,2.34e-10,.,.
chr1,154211681,154220297,chr1,154285810,154293177,9685,1e-10,.,.
chr1,154214078,154215833,chr1,154238322,154241442,9686,1e-10,.,.
chr1,154214706,154219101,chr1,154359047,154361412,9687,3.94e-09,.,.
chr1,154216012,154219636,chr1,154238764,154241985,9688,1.39e-10,.,.
chr1,154235604,154237743,chr1,154289012,154292091,9690,1e-10,.,.
chr1,154235994,154243209,chr1,154251914,154259929,9691,1e-10,.,.
chr1,154249837,154253014,chr1,154289778,154293262,9693,1e-10,.,.
chr1,154253964,154263804,chr1,154287505,154295756,9694,1e-10,.,.
chr1,154264936,154271109,chr1,154287901,154293005,9696,1e-10,.,.
chr1,154267597,154270569,chr1,154285103,154287301,9697,1e-10,.,.
chr1,154272756,154274921,chr1,154289425,154291919,9698,1e-10,.,.
chr1,154286524,154292169,chr1,154517217,154520707,9700,1e-10,.,.
chr1,154289277,154292020,chr1,154358766,154361832,9701,1e-10,.,.
chr1,154289458,154293862,chr1,154340553,154344316,9702,1e-10,.,.
chr1,154289569,154292992,chr1,154332512,154334615,9703,1e-10,.,.
chr1,154289582,154292763,chr1,154350590,154354320,9704,1e-10,.,.
chr1,154289783,154292346,chr1,154428062,154431847,9705,2.15e-08,.,.
chr1,154316549,154321421,chr1,154448581,154451261,9707,1e-10,.,.
chr1,154317049,154320183,chr1,154517174,154519398,9708,2.68e-09,.,.
chr1,154318038,154320659,chr1,154442150,154446430,9709,1e-10,.,.
chr1,154332362,154338176,chr1,154571426,154576451,9710,1e-10,.,.
chr1,154350138,154352287,chr1,154572882,154576465,9711,1e-10,.,.
chr1,154357158,154363654,chr1,154446570,154449937,9712,1e-10,.,.
chr1,154359945,154362552,chr1,154518189,154520474,9713,2.65e-09,.,.
chr1,154365529,154368096,chr1,154375325,154378328,9714,1e-10,.,.
chr1,154370736,154373085,chr1,154486814,154490110,9716,1e-10,.,.
chr1,154374267,154377610,chr1,154457273,154461939,9717,1e-10,.,.
chr1,154376443,154379138,chr1,154468527,154471451,9718,1e-10,.,.
chr1,154376869,154379827,chr1,154396107,154399655,9719,1e-10,.,.
chr1,154380548,154384297,chr1,154467608,154471705,9720,1e-10,.,.
chr1,154381041,154383569,chr1,154529552,154532840,9721,1e-10,.,.
chr1,154381441,154384597,chr1,154517088,154520475,9723,1e-10,.,.
chr1,154382237,154389345,chr1,154444926,154452445,9724,1e-10,.,.
chr1,154383049,154386114,chr1,154461888,154464708,9725,1e-10,.,.
chr1,154384104,154388477,chr1,154428315,154432083,9726,1e-10,.,.
chr1,154386660,154388997,chr1,154573123,154576472,9727,1e-10,.,.
chr1,154389036,154394308,chr1,154428766,154434306,9728,1e-10,.,.
chr1,154392525,154400899,chr1,154445754,154452407,9729,1e-10,.,.
chr1,154395827,154400747,chr1,154427673,154434830,9730,1e-10,.,.
chr1,154396669,154399126,chr1,154411284,154414804,9731,1e-10,.,.
chr1,154397809,154400221,chr1,154421401,154424098,9732,1e-10,.,.
chr1,154405849,154410057,chr1,154428511,154432616,9733,1e-10,.,.
chr1,154410585,154414619,chr1,154428130,154433856,9734,1e-10,.,.
chr1,154411025,154415467,chr1,154447389,154449589,9735,1e-10,.,.
chr1,154428739,154432959,chr1,154516925,154520652,9737,1e-10,.,.
chr1,154429347,154434598,chr1,154466723,154473088,9738,1e-10,.,.
chr1,154430466,154434812,chr1,154454125,154457716,9739,1e-10,.,.
chr1,154446804,154449801,chr1,154572985,154575237,9741,3.88e-09,.,.
chr1,154447759,154450784,chr1,154516852,154520657,9742,1e-10,.,.
chr1,154448683,154452287,chr1,154470682,154473346,9743,1e-10,.,.
chr1,154449374,154451262,chr1,154467297,154469965,9744,1e-10,.,.
chr1,154457915,154462061,chr1,154482550,154484634,9745,1e-10,.,.
chr1,154461604,154465640,chr1,154468991,154473029,9746,1e-10,.,.
chr1,154465934,154470365,chr1,154573072,154575335,9748,1e-10,.,.
chr1,154480923,154484089,chr1,154573013,154576496,9749,1e-10,.,.
chr1,154487189,154489853,chr1,154571626,154574742,9750,1e-10,.,.
chr1,154497472,154499351,chr1,154636532,154639570,9751,1e-10,.,.
chr1,154513453,154517021,chr1,154569399,154571802,9752,1e-10,.,.
chr1,154516290,154519407,chr1,154649174,154653013,9753,4.9e-10,.,.
chr1,154517178,154521124,chr1,154571056,154576726,9754,1e-10,.,.
chr1,154544521,154546594,chr1,154560512,154564060,9755,1e-10,.,.
chr1,154550663,154559215,chr1,154569950,154574777,9756,1e-10,.,.
chr1,154570729,154576069,chr1,154691821,154695366,9758,1e-10,.,.
chr1,154572887,154575532,chr1,154623604,154626885,9759,1e-10,.,.
chr1,154573095,154576572,chr1,154594239,154597933,9760,1e-10,.,.
chr1,154573481,154576654,chr1,154674668,154677649,9761,1e-10,.,.
chr1,154586565,154589225,chr1,154593404,154596132,9762,1e-10,.,.
chr1,154592930,154596833,chr1,154671038,154674867,9764,1e-10,.,.
chr1,154602259,154604805,chr1,154699370,154704663,9765,1e-10,.,.
chr1,154613644,154616329,chr1,154680858,154683195,9767,1e-10,.,.
chr1,154616198,154618328,chr1,154691730,154693591,9768,1e-10,.,.
chr1,154617169,154622131,chr1,154680821,154685020,9769,1e-10,.,.
chr1,154617644,154620673,chr1,154647832,154650647,9770,1e-10,.,.
chr1,154617878,154621464,chr1,154667371,154669469,9771,1e-10,.,.
chr1,154619636,154623133,chr1,154635699,154638423,9772,1e-10,.,.
chr1,154624220,154630945,chr1,154675569,154681877,9773,1e-10,.,.
chr1,154627172,154631057,chr1,154639513,154642374,9775,1e-10,.,.
chr1,154627371,154630201,chr1,154664002,154666202,9776,1e-10,.,.
chr1,154634443,154638025,chr1,154653359,154659579,9777,1e-10,.,.
chr1,154685459,154688454,chr1,154829490,154832618,9785,1e-10,.,.
chr1,154691460,154693498,chr1,154893527,154895854,9787,3.06e-10,.,.
chr1,154691709,154696144,chr1,154859242,154862276,9789,1e-10,.,.
chr1,154692010,154694165,chr1,154836369,154837949,9790,1e-10,.,.
chr1,154692074,154693879,chr1,154832646,154835572,9791,1.66e-10,.,.
chr1,154692302,154695227,chr1,154825797,154829216,9792,1e-10,.,.
chr1,154695250,154697913,chr1,154817746,154820369,9793,1e-10,.,.
chr1,154725703,154729241,chr1,154896184,154898501,9795,1.06e-07,.,.
chr1,154727312,154730272,chr1,154825747,154828788,9796,1e-10,.,.
chr1,154727726,154729799,chr1,154797533,154800789,9797,1e-10,.,.
chr1,154729284,154740061,chr1,154894244,154899500,9798,1e-10,.,.
chr1,154734485,154737463,chr1,154829799,154832527,9799,1.83e-09,.,.
chr1,154735810,154741952,chr1,154804958,154812000,9800,1e-10,.,.
chr1,154736516,154740268,chr1,154798262,154800178,9801,1e-10,.,.
chr1,154737211,154739146,chr1,154837928,154840705,9802,4.4e-10,.,.
chr1,154739818,154743188,chr1,154820258,154823166,9803,1e-10,.,.
chr1,154768049,154771345,chr1,154828537,154830874,9806,1e-10,.,.
chr1,154805408,154810451,chr1,154894754,154898497,9808,1e-10,.,.
chr1,154818203,154825535,chr1,154892432,154897945,9809,1e-10,.,.
chr1,154825459,154828080,chr1,154905245,154907711,9810,1.69e-10,.,.
chr1,154825643,154836385,chr1,154893280,154899641,9811,1e-10,.,.
chr1,154826668,154830768,chr1,154963549,154966483,9812,4.73e-10,.,.
chr1,154829144,154831978,chr1,154874966,154878263,9813,5.04e-09,.,.
chr1,154837849,154841389,chr1,154893893,154898034,9814,1e-10,.,.
chr1,154891020,154894254,chr1,155085109,155088129,9816,1.22e-10,.,.
chr1,154893526,154897908,chr1,155106454,155109960,9817,1.83e-08,.,.
chr1,154894163,154898269,chr1,155094559,155097463,9818,1.42e-10,.,.
chr1,154895250,154897963,chr1,155152076,155155566,9819,3.29e-09,.,.
chr1,154895454,154898480,chr1,155160520,155162882,9820,1.16e-08,.,.
chr1,154895784,154898151,chr1,155102723,155105211,9821,4.54e-09,.,.
chr1,154895903,154898645,chr1,155099050,155101949,9822,7.53e-09,.,.
chr1,154896377,154898786,chr1,155083458,155087280,9823,2.83e-08,.,.
chr1,154923724,154927048,chr1,155157083,155161004,9824,1e-10,.,.
chr1,154924582,154927746,chr1,155149544,155151751,9825,1e-10,.,.
chr1,154927768,154930665,chr1,155098066,155100381,9826,1e-10,.,.
chr1,154961198,154965257,chr1,155124258,155132120,9827,1e-10,.,.
chr1,154961978,154965108,chr1,155089308,155092518,9828,2.16e-10,.,.
chr1,154962081,154967961,chr1,155094658,155098913,9829,1e-10,.,.
chr1,154962607,154964850,chr1,155102878,155106209,9830,1e-10,.,.
chr1,154964647,154966589,chr1,155163123,155165844,9831,1.64e-10,.,.
chr1,154982474,154985608,chr1,155095803,155098734,9832,1e-10,.,.
chr1,154985805,154988927,chr1,155150351,155152883,9833,5.38e-10,.,.
chr1,155001771,155003708,chr1,155094404,155098022,9834,1.4e-10,.,.
chr1,155003615,155007951,chr1,155100468,155102557,9835,1e-10,.,.
chr1,155022688,155027791,chr1,155029383,155034795,9837,1e-10,.,.
chr1,155037057,155040463,chr1,155156463,155159382,9839,1e-10,.,.
chr1,155050413,155054451,chr1,155136678,155139231,9840,1e-10,.,.
chr1,155073004,155076325,chr1,155174228,155177754,9841,1e-10,.,.
chr1,155073452,155075871,chr1,155156829,155159367,9842,1e-10,.,.
chr1,155080349,155083289,chr1,155120462,155123838,9843,1e-10,.,.
chr1,155093133,155096886,chr1,155119996,155124265,9844,1e-10,.,.
chr1,155103230,155108042,chr1,155120894,155123664,9845,1e-10,.,.
chr1,155106647,155108922,chr1,155118337,155120730,9846,1e-10,.,.
chr1,155127173,155130339,chr1,155159376,155162420,9849,1e-10,.,.
chr1,155127313,155130434,chr1,155155772,155158548,9850,1e-10,.,.
chr1,155128131,155129913,chr1,155162577,155165466,9851,1e-10,.,.
chr1,155135291,155137265,chr1,155164647,155167154,9852,1e-10,.,.
chr1,155146705,155149724,chr1,155158737,155161926,9853,1e-10,.,.
chr1,155158439,155160508,chr1,155199334,155201423,9856,1e-10,.,.
chr1,155168490,155171933,chr1,155182311,155185265,9858,1e-10,.,.
chr1,155172244,155173951,chr1,155181730,155185009,9859,1e-10,.,.
chr1,155193909,155197487,chr1,155280808,155284793,9862,1e-10,.,.
chr1,155198784,155202383,chr1,155205747,155210766,9863,1e-10,.,.
chr1,155205502,155207959,chr1,155211328,155213679,9864,1e-10,.,.
chr1,155212639,155215758,chr1,155278396,155281024,9865,1e-10,.,.
chr1,155218492,155221838,chr1,155229571,155233858,9866,1e-10,.,.
chr1,155222511,155226210,chr1,155229893,155233887,9867,1e-10,.,.
chr1,155224536,155226964,chr1,155235211,155238625,9868,1e-10,.,.
chr1,155236917,155240587,chr1,155242174,155244972,9870,1e-10,.,.
chr1,155260934,155263472,chr1,155277811,155281453,9871,1e-10,.,.
chr1,155265368,155271782,chr1,155278469,155284526,9872,1e-10,.,.
chr1,155280846,155283215,chr1,155371025,155374043,9874,1e-10,.,.
chr1,155280993,155284596,chr1,155303860,155306707,9875,1e-10,.,.
chr1,155281838,155283933,chr1,155289370,155291510,9876,1e-10,.,.
chr1,155324941,155328413,chr1,155332691,155336619,9878,1e-10,.,.
chr1,155331134,155333372,chr1,155336936,155339929,9879,1e-10,.,.
chr1,155401092,155403449,chr1,155405469,155409542,9880,1e-10,.,.
chr1,155437860,155441514,chr1,155443372,155447470,9881,1e-10,.,.
chr1,155462943,155466364,chr1,155701528,155704525,9882,1e-10,.,.
chr1,155541182,155543390,chr1,155569721,155572238,9887,1e-10,.,.
chr1,155546548,155549197,chr1,155568325,155572355,9888,1e-10,.,.
chr1,155564333,155568661,chr1,155571172,155574241,9889,1e-10,.,.
chr1,155619003,155620817,chr1,155624225,155627398,9890,1e-10,.,.
chr1,155652563,155655483,chr1,155657679,155660738,9891,1e-10,.,.
chr1,155672184,155675331,chr1,155678043,155681331,9892,1e-10,.,.
chr1,155750013,155754072,chr1,155757324,155760295,9893,1e-10,.,.
chr1,155931983,155935481,chr1,155937184,155940608,9894,1e-10,.,.
chr1,155979505,155987220,chr1,155989657,155993306,9895,1e-10,.,.
chr1,156247030,156252547,chr1,156253620,156260282,9896,1e-10,.,.
chr1,156286641,156289773,chr1,156293942,156297278,9897,1e-10,.,.
chr1,156310785,156313296,chr1,156318870,156321780,9898,1e-10,.,.
chr1,156316908,156320102,chr1,156339341,156343050,9899,1e-10,.,.
chr1,156384903,156387943,chr1,156390638,156393236,9901,1e-10,.,.
chr1,156389697,156392247,chr1,156395443,156397770,9902,1e-10,.,.
chr1,156774821,156777629,chr1,156780247,156783494,9903,1e-10,.,.
chr1,156782514,156785355,chr1,156788486,156792228,9904,1e-10,.,.
chr1,156799398,156802402,chr1,156804387,156808944,9905,1e-10,.,.
chr1,156882176,156886023,chr1,156919660,156922113,9910,1e-10,.,.
chr1,156891960,156895310,chr1,156898362,156901103,9911,1e-10,.,.
chr1,156916544,156919540,chr1,156960664,156963462,9913,1e-10,.,.
chr1,156921664,156926008,chr1,157311718,157315142,9914,1e-10,.,.
chr1,156924981,156928465,chr1,156940908,156944338,9915,1e-10,.,.
chr1,156988285,156991819,chr1,156996144,156997716,9920,1e-10,.,.
chr1,157007743,157010766,chr1,157019806,157022564,9922,1e-10,.,.
chr1,157087460,157090823,chr1,157094284,157097897,9926,1e-10,.,.
chr1,157112993,157115727,chr1,157117207,157121124,9927,1e-10,.,.
chr1,157165976,157169955,chr1,157171977,157175968,9928,1e-10,.,.
chr1,157220977,157223610,chr1,157226490,157229259,9929,1e-10,.,.
chr1,157245522,157249149,chr1,157251685,157254326,9930,1e-10,.,.
chr1,157249253,157252484,chr1,157310747,157313876,9931,1e-10,.,.
chr1,157303084,157304937,chr1,157311991,157314617,9932,1e-10,.,.
chr1,157305667,157308695,chr1,157310625,157314663,9933,1e-10,.,.
chr1,157335302,157338296,chr1,157339367,157344692,9936,1e-10,.,.
chr1,157354675,157357067,chr1,157360550,157362710,9937,1e-10,.,.
chr1,157396170,157399710,chr1,157448721,157451970,9938,1e-10,.,.
chr1,157441228,157444378,chr1,157446659,157449300,9942,1e-10,.,.
chr1,157550015,157553382,chr1,157556166,157559015,9943,1e-10,.,.
chr1,158014187,158021250,chr1,158158192,158164212,9944,1e-10,.,.
chr1,158015377,158018514,chr1,158165001,158167664,9945,1e-10,.,.
chr1,158016893,158019744,chr1,158025504,158030112,9947,1e-10,.,.
chr1,158031473,158034173,chr1,158136277,158138256,9949,1e-10,.,.
chr1,158036599,158039700,chr1,158149516,158152613,9950,1e-10,.,.
chr1,158058399,158063864,chr1,158066506,158071352,9952,1e-10,.,.
chr1,158058572,158061748,chr1,158158359,158162356,9953,1e-10,.,.
chr1,158064578,158066938,chr1,158158087,158161784,9954,1e-10,.,.
chr1,158067040,158072951,chr1,158159029,158163056,9956,1e-10,.,.
chr1,158083447,158086559,chr1,158160805,158163859,9959,1e-10,.,.
chr1,158084012,158086435,chr1,158088822,158092598,9960,1e-10,.,.
chr1,158087399,158090458,chr1,158158607,158162351,9961,1e-10,.,.
chr1,158092495,158095600,chr1,158160122,158162549,9962,2.61e-10,.,.
chr1,158158257,158161194,chr1,158440630,158443199,9968,1e-10,.,.
chr1,158158314,158161371,chr1,158245701,158249318,9969,5.48e-10,.,.
chr1,158159163,158162209,chr1,158332972,158336849,9970,1e-10,.,.
chr1,158159735,158163112,chr1,158265311,158270802,9971,1e-10,.,.
chr1,158160237,158162795,chr1,158282371,158284542,9972,1.65e-09,.,.
chr1,158160392,158163262,chr1,158197381,158201894,9973,1e-10,.,.
chr1,158160725,158163954,chr1,158602941,158604619,9974,3.28e-09,.,.
chr1,158161148,158164957,chr1,158240004,158244145,9975,2.66e-10,.,.
chr1,158163423,158166124,chr1,158266186,158268755,9976,1e-10,.,.
chr1,158164485,158168568,chr1,158269187,158273899,9977,1e-10,.,.
chr1,158169207,158173706,chr1,158241235,158244779,9978,1e-10,.,.
chr1,158181365,158184253,chr1,158216496,158220362,9980,1e-10,.,.
chr1,158215177,158217667,chr1,158223612,158225869,9982,1e-10,.,.
chr1,158224646,158229087,chr1,158232386,158236576,9983,1e-10,.,.
chr1,158244096,158247817,chr1,158253485,158257437,9984,1e-10,.,.
chr1,158252272,158258771,chr1,158264396,158269714,9985,1e-10,.,.
chr1,158258986,158262812,chr1,158265291,158269696,9986,1e-10,.,.
chr1,158266614,158271612,chr1,158281645,158287656,9987,1e-10,.,.
chr1,158290165,158292031,chr1,158301843,158304538,9990,1e-10,.,.
chr1,158299674,158307027,chr1,158316441,158323736,9991,1e-10,.,.
chr1,158313339,158318633,chr1,158320161,158323894,9993,1e-10,.,.
chr1,158314887,158318720,chr1,158334913,158337184,9994,1e-10,.,.
chr1,158327383,158329832,chr1,158496377,158499547,9996,1.95e-10,.,.
chr1,158332595,158336911,chr1,158498041,158500798,9997,1e-10,.,.
chr1,158332696,158337803,chr1,158426582,158431322,9998,1e-10,.,.
chr1,158333106,158336459,chr1,158493256,158497940,10000,1e-10,.,.
chr1,158334504,158338352,chr1,158610972,158616049,10001,1e-10,.,.
chr1,158334859,158337809,chr1,158350727,158353948,10002,1e-10,.,.
chr1,158338083,158342536,chr1,158495813,158500879,10003,1e-10,.,.
chr1,158338827,158340724,chr1,158610625,158614354,10004,1e-10,.,.
chr1,158349008,158352392,chr1,158363245,158365350,10006,1e-10,.,.
chr1,158356034,158361007,chr1,158364081,158366741,10007,1e-10,.,.
chr1,158359041,158362436,chr1,158373750,158376502,10008,1e-10,.,.
chr1,158366034,158368558,chr1,158378914,158381095,10009,1e-10,.,.
chr1,158396627,158400632,chr1,158495141,158500916,10010,1e-10,.,.
chr1,158399797,158402723,chr1,158438998,158442111,10011,1e-10,.,.
chr1,158422152,158424723,chr1,158485530,158489030,10013,1e-10,.,.
chr1,158424948,158427008,chr1,158578142,158581078,10014,1e-10,.,.
chr1,158436617,158443372,chr1,158576801,158582624,10017,1e-10,.,.
chr1,158442441,158445238,chr1,158570410,158573245,10018,1e-10,.,.
chr1,158494929,158498309,chr1,158533010,158536557,10019,1e-10,.,.
chr1,158495106,158500931,chr1,158578437,158582865,10020,1e-10,.,.
chr1,158507711,158509681,chr1,158540152,158543182,10021,1e-10,.,.
chr1,158517489,158522746,chr1,158537078,158540103,10022,1e-10,.,.
chr1,158519249,158522732,chr1,158567284,158572853,10023,1e-10,.,.
chr1,158519652,158522929,chr1,158601646,158604554,10024,1.39e-10,.,.
chr1,158520422,158523795,chr1,158577665,158580225,10025,1.12e-09,.,.
chr1,158521605,158523796,chr1,158545222,158548294,10026,1e-10,.,.
chr1,158531402,158535287,chr1,158577253,158580435,10027,1e-10,.,.
chr1,158543082,158550441,chr1,158576513,158582268,10028,1e-10,.,.
chr1,158554541,158557048,chr1,158569213,158572832,10029,1e-10,.,.
chr1,158597676,158599628,chr1,158775311,158778745,10031,1.66e-10,.,.
chr1,158612090,158615414,chr1,158631725,158634803,10032,1e-10,.,.
chr1,158630580,158633400,chr1,158640204,158642046,10034,1e-10,.,.
chr1,158637305,158640438,chr1,158648084,158651096,10036,1e-10,.,.
chr1,158642418,158645014,chr1,158656698,158659278,10037,1e-10,.,.
chr1,158644166,158647470,chr1,158673486,158675096,10038,1e-10,.,.
chr1,158663601,158666312,chr1,158814584,158818027,10040,1e-10,.,.
chr1,158688315,158692355,chr1,158693700,158697132,10044,1e-10,.,.
chr1,158694453,158698784,chr1,158704167,158708087,10045,1e-10,.,.
chr1,158755443,158757403,chr1,158774744,158778548,10047,1e-10,.,.
chr1,158776695,158778760,chr1,158816350,158819424,10049,1e-10,.,.
chr1,158858439,158861115,chr1,158878202,158881416,10052,1e-10,.,.
chr1,158862915,158865533,chr1,158895705,158897813,10053,1e-10,.,.
chr1,158867161,158870733,chr1,158873479,158876916,10054,1e-10,.,.
chr1,158880361,158883040,chr1,158891849,158894067,10055,1e-10,.,.
chr1,158900570,158903754,chr1,158906180,158908860,10058,1e-10,.,.
chr1,158914988,158918988,chr1,158961253,158964104,10059,1e-10,.,.
chr1,158947439,158950223,chr1,158961604,158964509,10060,1e-10,.,.
chr1,158951821,158953349,chr1,158960083,158962683,10061,1e-10,.,.
chr1,158953830,158956648,chr1,158959520,158961896,10062,1e-10,.,.
chr1,158960984,158963467,chr1,159280350,159282635,10063,3.47e-10,.,.
chr1,158961283,158965288,chr1,159063351,159065913,10064,1e-10,.,.
chr1,158962613,158965534,chr1,159055734,159058672,10065,1e-10,.,.
chr1,158963137,158964888,chr1,158968658,158971284,10066,1e-10,.,.
chr1,158969176,158971585,chr1,158976102,158978370,10067,1e-10,.,.
chr1,159010278,159013392,chr1,159015903,159018899,10068,1e-10,.,.
chr1,159046362,159050938,chr1,159056300,159061096,10069,1e-10,.,.
chr1,159065063,159068770,chr1,159070511,159074195,10070,1e-10,.,.
chr1,159072306,159076053,chr1,159078623,159083093,10071,1e-10,.,.
chr1,159182352,159185186,chr1,159188877,159191105,10072,1e-10,.,.
chr1,159190703,159194788,chr1,159195914,159200584,10073,1e-10,.,.
chr1,159223691,159227213,chr1,159254585,159256455,10075,1e-10,.,.
chr1,159227261,159230436,chr1,159274372,159278046,10077,1e-10,.,.
chr1,159228895,159231731,chr1,159257133,159259313,10078,1e-10,.,.
chr1,159230307,159233216,chr1,159250374,159252427,10079,1e-10,.,.
chr1,159230315,159233213,chr1,159235147,159239196,10080,1e-10,.,.
chr1,159230835,159235510,chr1,159274124,159278378,10081,1e-10,.,.
chr1,159232328,159235750,chr1,159243006,159247598,10082,1e-10,.,.
chr1,159234853,159240726,chr1,159248300,159253127,10083,1e-10,.,.
chr1,159244115,159247824,chr1,159268117,159270170,10087,1e-10,.,.
chr1,159247461,159250707,chr1,159281482,159284865,10088,1.62e-09,.,.
chr1,159253101,159257670,chr1,159267404,159271413,10089,1e-10,.,.
chr1,159253459,159258055,chr1,159352770,159357788,10091,1e-10,.,.
chr1,159254485,159258728,chr1,159365418,159370684,10092,1e-10,.,.
chr1,159254598,159259213,chr1,159273749,159285706,10093,1e-10,.,.
chr1,159255587,159258615,chr1,159287380,159291184,10094,1e-10,.,.
chr1,159256285,159259297,chr1,159332294,159337012,10095,1e-10,.,.
chr1,159257683,159260427,chr1,159267281,159270510,10096,1e-10,.,.
chr1,159273671,159278668,chr1,159366708,159370709,10098,1e-10,.,.
chr1,159279482,159286446,chr1,159351938,159357624,10099,1e-10,.,.
chr1,159279717,159284174,chr1,159366778,159372001,10100,1e-10,.,.
chr1,159280933,159284363,chr1,159331014,159334723,10101,3.14e-10,.,.
chr1,159281409,159283960,chr1,159550497,159553012,10102,4.58e-09,.,.
chr1,159281453,159285438,chr1,159307640,159310330,10103,1e-10,.,.
chr1,159281566,159287108,chr1,159347793,159351827,10104,1e-10,.,.
chr1,159285051,159288899,chr1,159304544,159307583,10105,1e-10,.,.
chr1,159287859,159291304,chr1,159355275,159357402,10106,1.55e-10,.,.
chr1,159304922,159307485,chr1,159316629,159318369,10108,1e-10,.,.
chr1,159306238,159310012,chr1,159371939,159377006,10109,1e-10,.,.
chr1,159318321,159328364,chr1,159348038,159357158,10111,1e-10,.,.
chr1,159326877,159330695,chr1,159332493,159337125,10112,1e-10,.,.
chr1,159389948,159391975,chr1,159624929,159627828,10114,1e-10,.,.
chr1,159400653,159403807,chr1,159625174,159628809,10115,1e-10,.,.
chr1,159412147,159415295,chr1,159633796,159637029,10116,1e-10,.,.
chr1,159427530,159430643,chr1,159542194,159544480,10117,1.67e-10,.,.
chr1,159430961,159440376,chr1,159548777,159552922,10118,1e-10,.,.
chr1,159433993,159436445,chr1,159533570,159536972,10119,1e-10,.,.
chr1,159435086,159443360,chr1,159623777,159628590,10120,1e-10,.,.
chr1,159435383,159442596,chr1,159633976,159638695,10121,1e-10,.,.
chr1,159437038,159440884,chr1,159614059,159617908,10122,1e-10,.,.
chr1,159437405,159441525,chr1,159596804,159600245,10123,1e-10,.,.
chr1,159439309,159441974,chr1,159675699,159678313,10124,1e-10,.,.
chr1,159443383,159447865,chr1,159547167,159552755,10125,1e-10,.,.
chr1,159444708,159447679,chr1,159634828,159637334,10126,1e-10,.,.
chr1,159444799,159448238,chr1,159542706,159544503,10127,1e-10,.,.
chr1,159459249,159464884,chr1,159541523,159545188,10128,1e-10,.,.
chr1,159459374,159465305,chr1,159634295,159637888,10129,1e-10,.,.
chr1,159460800,159463934,chr1,159624877,159627777,10130,1e-10,.,.
chr1,159460916,159471669,chr1,159546212,159556306,10131,1e-10,.,.
chr1,159462600,159465410,chr1,159525514,159527983,10132,1e-10,.,.
chr1,159496283,159498898,chr1,159548885,159550850,10133,1e-10,.,.
chr1,159529058,159532430,chr1,159535906,159538980,10136,1e-10,.,.
chr1,159544835,159546924,chr1,159563724,159566828,10137,1e-10,.,.
chr1,159547977,159553050,chr1,159601397,159605697,10138,1e-10,.,.
