V1,V2,V3,V4
chr11,1746748,1746797,2
chr11,1747089,1747138,1
chr11,1747389,1747390,4
chr11,1747390,1747423,6
chr11,1747423,1747424,2
chr11,1747493,1747527,1
chr11,1747586,1747635,1
chr11,1747948,1747970,6
chr11,1747970,1747982,15
chr11,1747982,1748004,9
chr11,1748477,1748491,1
chr11,1748491,1748512,2
chr11,1748512,1748525,3
chr11,1748525,1748526,2
chr11,1748526,1748561,1
chr11,1749079,1749113,1
chr11,1749207,1749256,2
chr11,1749322,1749334,10
chr11,1749334,1749356,14
chr11,1749356,1749368,4
chr11,1749450,1749454,2
chr11,1749454,1749499,4
chr11,1749499,1749503,2
chr11,1750059,1750108,1
chr11,1750122,1750143,2
chr11,1750143,1750158,8
chr11,1750158,1750169,10
chr11,1750169,1750171,13
chr11,1750171,1750192,11
chr11,1750192,1750203,5
chr11,1750203,1750207,2
chr11,1750278,1750322,1
chr11,1750322,1750327,2
chr11,1750327,1750356,1
chr11,1750557,1750606,1
chr11,1750607,1750608,8
chr11,1750608,1750641,9
chr11,1750641,1750657,1
chr11,1751298,1751343,1
chr11,1751343,1751347,4
chr11,1751347,1751392,3
chr11,1751543,1751546,1
chr11,1751546,1751592,3
chr11,1751592,1751595,2
chr11,1751641,1751690,1
chr11,1751855,1751879,1
chr11,1751879,1751904,10
chr11,1751904,1751913,9
chr11,1751964,1752013,1
chr11,1752508,1752557,4
chr11,1752645,1752694,3
chr11,1752716,1752765,2
chr11,1752982,1753031,2
chr11,1753339,1753388,1
chr11,1754569,1754618,2
chr11,1754671,1754705,7
chr11,1755001,1755035,5
chr11,1755597,1755646,1
chr11,1755691,1755740,1
chr11,1756055,1756089,2
chr11,1756199,1756248,6
chr11,1756480,1756529,2
chr11,1756603,1756604,7
chr11,1756604,1756652,9
chr11,1756652,1756653,2
chr11,1757444,1757478,7
chr11,1757487,1757536,2
chr11,1757603,1757652,3
chr11,1757737,1757786,5
chr11,1758096,1758145,1
chr11,1758302,1758336,7
chr11,1759132,1759181,1
chr11,1759213,1759247,1
chr11,1760299,1760348,5
chr11,1760375,1760424,1
chr11,1760436,1760459,1
chr11,1760459,1760485,3
chr11,1760485,1760508,2
chr11,1760674,1760708,12
chr11,1760735,1760763,3
chr11,1760763,1760769,5
chr11,1760769,1760797,2
chr11,1760810,1760830,1
chr11,1760830,1760859,3
chr11,1760859,1760879,2
chr11,1760974,1761023,6
chr11,1761036,1761070,2
chr11,1761090,1761139,2
chr11,1761243,1761292,2
chr11,1761470,1761519,1
chr11,1762893,1762942,3
chr11,1762944,1762993,2
chr11,1763080,1763129,1
chr11,1763181,1763184,2
chr11,1763184,1763215,4
chr11,1763215,1763233,2
chr11,1764677,1764726,3
chr11,1767069,1767118,1
chr11,1768574,1768608,1
chr11,1769568,1769617,1
chr11,1769819,1769853,2
chr11,1771949,1771983,6
chr11,1772140,1772189,7
chr11,1772503,1772537,1
chr11,1774066,1774115,1
chr11,1774363,1774412,1
chr11,1774594,1774643,1
chr11,1774765,1774799,2
chr11,1774831,1774880,1
chr11,1775221,1775222,1
chr11,1775222,1775224,2
chr11,1775224,1775255,3
chr11,1775255,1775271,2
chr11,1775271,1775273,1
chr11,1775915,1775964,1
chr11,1776872,1776905,1
chr11,1776905,1776921,4
chr11,1776921,1776954,3
chr11,1777029,1777063,1
chr11,1777223,1777272,1
chr11,1777469,1777518,1
chr11,1778296,1778345,1
chr11,1778918,1778967,1
chr11,1779198,1779247,4
chr11,1780841,1780890,2
chr11,1780897,1780946,3
chr11,1782561,1782610,1
chr11,1782633,1782667,6
chr11,1783213,1783247,2
chr11,1783814,1783863,1
chr11,1784172,1784210,1
chr11,1784210,1784221,5
chr11,1784221,1784244,4
chr11,1784561,1784595,3
chr11,1784683,1784732,1
chr11,1785172,1785221,7
chr11,1785229,1785278,3
chr11,1785279,1785328,1
chr11,1785372,1785400,3
chr11,1785400,1785421,4
chr11,1785421,1785423,1
chr11,1785423,1785431,3
chr11,1785431,1785449,6
chr11,1785449,1785472,5
chr11,1785472,1785476,3
chr11,1785476,1785480,4
chr11,1785480,1785490,8
chr11,1785490,1785495,9
chr11,1785495,1785504,18
chr11,1785504,1785513,19
chr11,1785513,1785525,24
chr11,1785525,1785528,23
chr11,1785528,1785529,29
chr11,1785529,1785533,13
chr11,1785533,1785534,17
chr11,1785534,1785539,23
chr11,1785539,1785546,22
chr11,1785546,1785547,23
chr11,1785547,1785550,18
chr11,1785550,1785553,20
chr11,1785553,1785554,19
chr11,1785554,1785562,20
chr11,1785562,1785567,14
chr11,1785567,1785583,10
chr11,1785583,1785589,4
chr11,1785589,1785592,8
chr11,1785592,1785594,9
chr11,1785594,1785595,11
chr11,1785595,1785598,10
chr11,1785598,1785599,16
chr11,1785599,1785603,14
chr11,1785603,1785623,13
chr11,1785623,1785628,10
chr11,1785628,1785632,8
chr11,1785632,1785638,2
chr11,1785638,1785641,1
chr11,1785665,1785670,4
chr11,1785670,1785672,5
chr11,1785672,1785674,6
chr11,1785674,1785714,8
chr11,1785714,1785719,4
chr11,1785719,1785721,3
chr11,1785721,1785723,2
chr11,1785757,1785764,1
chr11,1785764,1785806,2
chr11,1785806,1785813,1
chr11,1785873,1785922,4
chr11,1786573,1786607,3
chr11,1789006,1789040,4
chr11,1789563,1789612,2
chr11,1790157,1790206,3
chr11,1791059,1791071,1
chr11,1791071,1791108,2
chr11,1791108,1791120,1
chr11,1791169,1791218,1
chr11,1791815,1791857,2
chr11,1791857,1791864,7
chr11,1791864,1791890,5
chr11,1791890,1791891,11
chr11,1791891,1791924,6
chr11,1793952,1793986,2
chr11,1795030,1795052,5
chr11,1795052,1795064,7
chr11,1795064,1795101,2
chr11,1795500,1795549,1
chr11,1795918,1795935,3
chr11,1795935,1795967,9
chr11,1795967,1795969,6
chr11,1796171,1796220,1
chr11,1796416,1796450,1
chr11,1796454,1796503,1
chr11,1798247,1798281,1
chr11,1798543,1798577,3
chr11,1798635,1798684,1
chr11,1798724,1798758,8
chr11,1799014,1799048,10
chr11,1799855,1799889,3
chr11,1801034,1801083,2
chr11,1801312,1801361,1
chr11,1801825,1801862,1
chr11,1801862,1801874,5
chr11,1801874,1801896,4
chr11,1802081,1802115,3
chr11,1802334,1802368,5
chr11,1802520,1802531,13
chr11,1802531,1802554,14
chr11,1802554,1802572,1
chr11,1802572,1802579,6
chr11,1802579,1802580,8
chr11,1802580,1802600,7
chr11,1802600,1802601,13
chr11,1802601,1802621,17
chr11,1802621,1802628,12
chr11,1802628,1802635,10
chr11,1802635,1802649,6
chr11,1802659,1802685,3
chr11,1802685,1802708,5
chr11,1802708,1802724,2
chr11,1802724,1802739,7
chr11,1802739,1802745,8
chr11,1802745,1802758,13
chr11,1802758,1802771,8
chr11,1802771,1802779,9
chr11,1802779,1802783,4
chr11,1802783,1802788,2
chr11,1802788,1802795,1
chr11,1802795,1802810,2
chr11,1802810,1802820,3
chr11,1802820,1802844,2
chr11,1802844,1802854,1
chr11,1802854,1802859,4
chr11,1802859,1802866,5
chr11,1802866,1802867,6
chr11,1802867,1802868,8
chr11,1802868,1802871,13
chr11,1802871,1802873,19
chr11,1802873,1802878,20
chr11,1802878,1802886,21
chr11,1802886,1802890,23
chr11,1802890,1802895,24
chr11,1802895,1802896,25
chr11,1802896,1802898,38
chr11,1802898,1802900,40
chr11,1802900,1802901,43
chr11,1802901,1802903,42
chr11,1802903,1802905,39
chr11,1802905,1802906,40
chr11,1802906,1802908,41
chr11,1802908,1802910,39
chr11,1802910,1802914,40
chr11,1802914,1802915,43
chr11,1802915,1802916,42
chr11,1802916,1802917,43
chr11,1802917,1802919,38
chr11,1802919,1802920,40
chr11,1802920,1802922,32
chr11,1802922,1802923,31
chr11,1802923,1802924,32
chr11,1802924,1802927,31
chr11,1802927,1802930,30
chr11,1802930,1802940,23
chr11,1802940,1802944,22
chr11,1802944,1802945,20
chr11,1802945,1802946,15
chr11,1802946,1802947,16
chr11,1802947,1802948,14
chr11,1802948,1802949,11
chr11,1802949,1802950,8
chr11,1802950,1802951,6
chr11,1802951,1802953,7
chr11,1802953,1802954,5
chr11,1802954,1802957,4
chr11,1802957,1802969,3
chr11,1802969,1802979,4
chr11,1802979,1802980,3
chr11,1802980,1802988,2
chr11,1802988,1802992,4
chr11,1802992,1803000,6
chr11,1803000,1803003,5
chr11,1803003,1803022,4
chr11,1803022,1803024,2
chr11,1803024,1803027,5
chr11,1803027,1803031,6
chr11,1803031,1803033,9
chr11,1803033,1803034,10
chr11,1803034,1803041,15
chr11,1803041,1803045,13
chr11,1803045,1803052,15
chr11,1803052,1803057,16
chr11,1803057,1803058,19
chr11,1803058,1803061,16
chr11,1803061,1803063,15
chr11,1803063,1803068,17
chr11,1803068,1803080,12
chr11,1803080,1803082,9
chr11,1803082,1803094,8
chr11,1803094,1803097,6
chr11,1803097,1803101,4
chr11,1803101,1803106,3
chr11,1803111,1803160,1
chr11,1803195,1803244,3
chr11,1803434,1803468,1
chr11,1803663,1803712,1
chr11,1804349,1804383,4
chr11,1804507,1804511,3
chr11,1804511,1804527,5
chr11,1804527,1804556,8
chr11,1804556,1804560,5
chr11,1804560,1804572,3
chr11,1804572,1804576,4
chr11,1804576,1804595,1
chr11,1804595,1804609,2
chr11,1804609,1804621,3
chr11,1804621,1804629,2
chr11,1804629,1804643,1
chr11,1804662,1804711,4
chr11,1804892,1804926,7
chr11,1804933,1804967,1
chr11,1805167,1805201,1
chr11,1806335,1806384,1
chr11,1806516,1806565,3
chr11,1806738,1806772,3
chr11,1807188,1807201,3
chr11,1807201,1807207,9
chr11,1807207,1807235,12
chr11,1807235,1807237,6
chr11,1807237,1807241,3
chr11,1807394,1807443,1
chr11,1807545,1807594,4
chr11,1807864,1807898,10
chr11,1808002,1808036,2
chr11,1809903,1809952,1
chr11,1810139,1810140,3
chr11,1810140,1810188,6
chr11,1810188,1810189,3
chr11,1810236,1810246,2
chr11,1810246,1810263,6
chr11,1810263,1810270,8
chr11,1810270,1810280,6
chr11,1810280,1810284,2
chr11,1810284,1810297,3
chr11,1810297,1810318,1
chr11,1810325,1810328,1
chr11,1810328,1810340,3
chr11,1810340,1810357,6
chr11,1810357,1810362,9
chr11,1810362,1810365,7
chr11,1810365,1810366,10
chr11,1810366,1810374,12
chr11,1810374,1810381,16
chr11,1810381,1810383,30
chr11,1810383,1810384,31
chr11,1810384,1810385,35
chr11,1810385,1810389,36
chr11,1810389,1810391,33
chr11,1810391,1810393,34
chr11,1810393,1810396,40
chr11,1810396,1810397,41
chr11,1810397,1810399,42
chr11,1810399,1810401,44
chr11,1810401,1810402,45
chr11,1810402,1810406,48
chr11,1810406,1810408,45
chr11,1810408,1810412,42
chr11,1810412,1810413,45
chr11,1810413,1810414,47
chr11,1810414,1810415,45
chr11,1810415,1810419,29
chr11,1810419,1810420,32
chr11,1810420,1810427,35
chr11,1810427,1810432,30
chr11,1810432,1810433,29
chr11,1810433,1810436,25
chr11,1810436,1810439,26
chr11,1810439,1810440,29
chr11,1810440,1810442,28
chr11,1810442,1810444,25
chr11,1810444,1810445,29
chr11,1810445,1810446,28
chr11,1810446,1810447,24
chr11,1810447,1810448,23
chr11,1810448,1810450,20
chr11,1810450,1810451,19
chr11,1810451,1810453,16
chr11,1810453,1810454,15
chr11,1810454,1810459,14
chr11,1810459,1810461,15
chr11,1810461,1810462,16
chr11,1810462,1810468,15
chr11,1810468,1810469,12
chr11,1810469,1810471,10
chr11,1810471,1810473,11
chr11,1810473,1810477,8
chr11,1810477,1810478,9
chr11,1810478,1810479,8
chr11,1810479,1810480,9
chr11,1810480,1810482,13
chr11,1810482,1810485,15
chr11,1810485,1810493,14
chr11,1810493,1810505,11
chr11,1810505,1810508,10
chr11,1810508,1810510,9
chr11,1810510,1810511,8
chr11,1810511,1810513,7
chr11,1810513,1810514,6
chr11,1810514,1810516,2
chr11,1810519,1810568,1
chr11,1810592,1810626,5
chr11,1810649,1810681,2
chr11,1810681,1810693,3
chr11,1810693,1810698,5
chr11,1810698,1810715,4
chr11,1810715,1810727,3
chr11,1810727,1810767,1
chr11,1810767,1810796,2
chr11,1810796,1810801,1
chr11,1810878,1810927,2
chr11,1810931,1810954,1
chr11,1810954,1810980,3
chr11,1810980,1810999,2
chr11,1810999,1811003,3
chr11,1811003,1811048,1
chr11,1811344,1811393,1
chr11,1811443,1811492,1
chr11,1811506,1811555,1
chr11,1811898,1811907,2
chr11,1811907,1811930,4
chr11,1811930,1811947,16
chr11,1811947,1811956,14
chr11,1811956,1811964,12
chr11,1811989,1812023,5
chr11,1813583,1813632,2
chr11,1813722,1813757,3
chr11,1813757,1813771,6
chr11,1813771,1813806,3
chr11,1814560,1814609,1
chr11,1814899,1814948,1
chr11,1815260,1815294,1
chr11,1815389,1815410,1
chr11,1815410,1815438,8
chr11,1815438,1815444,7
chr11,1815463,1815476,2
chr11,1815476,1815491,4
chr11,1815491,1815510,5
chr11,1815510,1815512,3
chr11,1815512,1815536,1
chr11,1815536,1815540,3
chr11,1815540,1815553,2
chr11,1815553,1815561,3
chr11,1815561,1815577,4
chr11,1815577,1815587,6
chr11,1815587,1815592,8
chr11,1815592,1815595,16
chr11,1815595,1815597,15
chr11,1815597,1815599,23
chr11,1815599,1815602,24
chr11,1815602,1815609,23
chr11,1815609,1815611,25
chr11,1815611,1815615,23
chr11,1815615,1815617,26
chr11,1815617,1815624,28
chr11,1815624,1815631,30
chr11,1815631,1815632,22
chr11,1815632,1815633,24
chr11,1815633,1815634,25
chr11,1815634,1815635,31
chr11,1815635,1815636,33
chr11,1815636,1815637,31
chr11,1815637,1815638,33
chr11,1815638,1815640,48
chr11,1815640,1815641,49
chr11,1815641,1815642,57
chr11,1815642,1815643,58
chr11,1815643,1815644,59
chr11,1815644,1815646,60
chr11,1815646,1815648,68
chr11,1815648,1815649,67
chr11,1815649,1815650,66
chr11,1815650,1815658,73
chr11,1815658,1815662,71
chr11,1815662,1815664,76
chr11,1815664,1815665,74
chr11,1815665,1815667,76
chr11,1815667,1815670,75
chr11,1815670,1815671,81
chr11,1815671,1815672,86
chr11,1815672,1815673,89
chr11,1815673,1815674,91
chr11,1815674,1815675,102
chr11,1815675,1815677,94
chr11,1815677,1815678,96
chr11,1815678,1815679,104
chr11,1815679,1815680,106
chr11,1815680,1815681,111
chr11,1815681,1815682,109
chr11,1815682,1815683,112
chr11,1815683,1815684,115
chr11,1815684,1815685,106
chr11,1815685,1815686,110
chr11,1815686,1815687,112
chr11,1815687,1815688,97
chr11,1815688,1815690,104
chr11,1815690,1815691,103
chr11,1815691,1815692,106
chr11,1815692,1815693,105
chr11,1815693,1815695,123
chr11,1815695,1815696,120
chr11,1815696,1815699,122
chr11,1815699,1815700,121
chr11,1815700,1815701,119
chr11,1815701,1815703,120
chr11,1815703,1815704,125
chr11,1815704,1815707,124
chr11,1815707,1815708,121
chr11,1815708,1815709,116
chr11,1815709,1815711,120
chr11,1815711,1815712,115
chr11,1815712,1815714,123
chr11,1815714,1815717,118
chr11,1815717,1815719,112
chr11,1815719,1815720,108
chr11,1815720,1815721,103
chr11,1815721,1815722,100
chr11,1815722,1815723,99
chr11,1815723,1815724,93
chr11,1815724,1815725,86
chr11,1815725,1815726,87
chr11,1815726,1815727,85
chr11,1815727,1815728,58
chr11,1815728,1815729,56
chr11,1815729,1815731,55
chr11,1815731,1815732,52
chr11,1815732,1815733,47
chr11,1815733,1815734,46
chr11,1815734,1815735,43
chr11,1815735,1815737,39
chr11,1815737,1815738,29
chr11,1815738,1815740,28
chr11,1815740,1815744,27
chr11,1815744,1815745,24
chr11,1815745,1815746,22
chr11,1815746,1815750,14
chr11,1815750,1815751,13
chr11,1815751,1815752,17
chr11,1815752,1815753,15
chr11,1815753,1815758,17
chr11,1815758,1815759,13
chr11,1815759,1815765,9
chr11,1815765,1815767,10
chr11,1815767,1815770,11
chr11,1815770,1815778,12
chr11,1815778,1815783,11
chr11,1815783,1815785,10
chr11,1815785,1815787,6
chr11,1815787,1815788,3
chr11,1815788,1815801,4
chr11,1815801,1815811,3
chr11,1815811,1815814,4
chr11,1815814,1815819,3
chr11,1815819,1815822,2
chr11,1815822,1815860,1
chr11,1815930,1815979,1
chr11,1816000,1816038,3
chr11,1816038,1816049,5
chr11,1816049,1816062,2
chr11,1816062,1816087,3
chr11,1816087,1816111,1
chr11,1816401,1816435,1
chr11,1817021,1817070,4
chr11,1817471,1817492,1
chr11,1817492,1817520,4
chr11,1817520,1817541,3
chr11,1817631,1817680,1
chr11,1818917,1818966,2
chr11,1819146,1819180,3
chr11,1819230,1819279,1
chr11,1819413,1819462,1
chr11,1819488,1819505,1
chr11,1819505,1819537,4
chr11,1819537,1819554,3
chr11,1819955,1819957,1
chr11,1819957,1820004,2
chr11,1820004,1820006,1
chr11,1822143,1822177,5
chr11,1822384,1822418,5
chr11,1822681,1822730,3
chr11,1822775,1822809,1
chr11,1822855,1822904,1
chr11,1822993,1822995,1
chr11,1822995,1823001,8
chr11,1823001,1823029,9
chr11,1823029,1823042,2
chr11,1823042,1823050,1
chr11,1823083,1823117,5
chr11,1823164,1823197,1
chr11,1823224,1823273,1
chr11,1823294,1823343,4
chr11,1823548,1823597,1
chr11,1825474,1825523,1
chr11,1826370,1826397,9
chr11,1826397,1826419,10
chr11,1826419,1826446,1
chr11,1827318,1827367,1
chr11,1828626,1828675,1
chr11,1829331,1829380,3
chr11,1829701,1829750,1
chr11,1830617,1830666,1
chr11,1832523,1832572,3
chr11,1833484,1833533,6
chr11,1833694,1833728,5
chr11,1833752,1833786,4
chr11,1834122,1834171,2
chr11,1835905,1835954,2
chr11,1836404,1836453,6
chr11,1837494,1837528,1
chr11,1837838,1837872,12
chr11,1837879,1837913,7
chr11,1839040,1839042,1
chr11,1839042,1839074,2
chr11,1839074,1839076,1
chr11,1839112,1839161,2
chr11,1839946,1839995,3
chr11,1840300,1840349,2
chr11,1841030,1841051,1
chr11,1841051,1841079,3
chr11,1841079,1841100,2
chr11,1841390,1841439,3
chr11,1842509,1842558,2
chr11,1843376,1843410,1
chr11,1844032,1844042,1
chr11,1844042,1844076,2
chr11,1844076,1844081,1
chr11,1845075,1845124,3
chr11,1845234,1845255,3
chr11,1845255,1845283,5
chr11,1845283,1845289,2
chr11,1846958,1847007,1
chr11,1847766,1847800,10
chr11,1847873,1847907,1
chr11,1847908,1847957,1
chr11,1848154,1848203,1
chr11,1850990,1851039,3
chr11,1853923,1853972,2
chr11,1854309,1854314,1
chr11,1854314,1854317,2
chr11,1854317,1854325,6
chr11,1854325,1854332,7
chr11,1854332,1854337,8
chr11,1854337,1854345,11
chr11,1854345,1854349,12
chr11,1854349,1854350,13
chr11,1854350,1854351,16
chr11,1854351,1854354,14
chr11,1854354,1854357,15
chr11,1854357,1854358,16
chr11,1854358,1854361,15
chr11,1854361,1854362,19
chr11,1854362,1854363,20
chr11,1854363,1854365,19
chr11,1854365,1854366,20
chr11,1854366,1854367,18
chr11,1854367,1854368,21
chr11,1854368,1854371,30
chr11,1854371,1854372,27
chr11,1854372,1854373,30
chr11,1854373,1854375,33
chr11,1854375,1854379,34
chr11,1854379,1854380,33
chr11,1854380,1854381,34
chr11,1854381,1854383,33
chr11,1854383,1854395,32
chr11,1854395,1854396,28
chr11,1854396,1854397,27
chr11,1854397,1854399,28
chr11,1854399,1854402,25
chr11,1854402,1854403,16
chr11,1854403,1854404,15
chr11,1854404,1854406,16
chr11,1854406,1854407,12
chr11,1854407,1854408,10
chr11,1854408,1854413,11
chr11,1854413,1854414,14
chr11,1854414,1854416,13
chr11,1854416,1854422,10
chr11,1854422,1854423,9
chr11,1854423,1854424,8
chr11,1854424,1854429,7
chr11,1854429,1854434,6
chr11,1854434,1854442,7
chr11,1854442,1854446,6
chr11,1854446,1854453,5
chr11,1854453,1854462,4
chr11,1854462,1854483,1
chr11,1854529,1854578,3
chr11,1854609,1854658,1
chr11,1854717,1854766,1
chr11,1854773,1854807,1
chr11,1855227,1855261,1
chr11,1856466,1856515,1
chr11,1856784,1856818,1
chr11,1857213,1857247,6
chr11,1857486,1857488,1
chr11,1857488,1857522,3
chr11,1857522,1857535,1
chr11,1857576,1857625,2
chr11,1858942,1858963,2
chr11,1858963,1858991,4
chr11,1858991,1859012,2
chr11,1859138,1859187,1
chr11,1859387,1859436,1
chr11,1859554,1859588,7
chr11,1859796,1859807,1
chr11,1859807,1859845,2
chr11,1859845,1859856,1
chr11,1859908,1859927,3
chr11,1859927,1859957,4
chr11,1859957,1859976,1
chr11,1860005,1860054,2
chr11,1860104,1860129,2
chr11,1860129,1860152,4
chr11,1860152,1860153,5
chr11,1860153,1860178,3
chr11,1860178,1860201,1
chr11,1860215,1860248,1
chr11,1860248,1860261,5
chr11,1860261,1860264,7
chr11,1860264,1860268,6
chr11,1860268,1860282,9
chr11,1860282,1860288,5
chr11,1860288,1860294,6
chr11,1860294,1860295,7
chr11,1860295,1860315,6
chr11,1860315,1860317,8
chr11,1860317,1860319,5
chr11,1860319,1860337,7
chr11,1860337,1860343,6
chr11,1860343,1860344,5
chr11,1860344,1860350,4
chr11,1860350,1860352,5
chr11,1860352,1860354,6
chr11,1860354,1860361,9
chr11,1860361,1860362,13
chr11,1860362,1860363,16
chr11,1860363,1860364,19
chr11,1860364,1860365,25
chr11,1860365,1860368,28
chr11,1860368,1860375,26
chr11,1860375,1860379,27
chr11,1860379,1860386,28
chr11,1860386,1860389,30
chr11,1860389,1860391,35
chr11,1860391,1860392,39
chr11,1860392,1860393,40
chr11,1860393,1860395,42
chr11,1860395,1860397,49
chr11,1860397,1860399,46
chr11,1860399,1860400,48
chr11,1860400,1860401,51
chr11,1860401,1860402,58
chr11,1860402,1860403,60
chr11,1860403,1860404,62
chr11,1860404,1860405,68
chr11,1860405,1860406,71
chr11,1860406,1860408,79
chr11,1860408,1860409,87
chr11,1860409,1860410,90
chr11,1860410,1860411,86
chr11,1860411,1860413,85
chr11,1860413,1860414,87
chr11,1860414,1860417,84
chr11,1860417,1860418,87
chr11,1860418,1860420,89
chr11,1860420,1860422,91
chr11,1860422,1860423,92
chr11,1860423,1860424,87
chr11,1860424,1860426,89
chr11,1860426,1860431,88
chr11,1860431,1860432,92
chr11,1860432,1860433,94
chr11,1860433,1860434,104
chr11,1860434,1860435,103
chr11,1860435,1860436,100
chr11,1860436,1860437,101
chr11,1860437,1860438,103
chr11,1860438,1860439,102
chr11,1860439,1860440,103
chr11,1860440,1860442,99
chr11,1860442,1860443,93
chr11,1860443,1860444,95
chr11,1860444,1860445,88
chr11,1860445,1860446,106
chr11,1860446,1860447,107
chr11,1860447,1860448,106
chr11,1860448,1860449,107
chr11,1860449,1860450,105
chr11,1860450,1860451,104
chr11,1860451,1860452,102
chr11,1860452,1860453,97
chr11,1860453,1860454,92
chr11,1860454,1860455,87
chr11,1860455,1860458,79
chr11,1860458,1860459,73
chr11,1860459,1860460,78
chr11,1860460,1860462,76
chr11,1860462,1860464,73
chr11,1860464,1860466,76
chr11,1860466,1860467,65
chr11,1860467,1860469,50
chr11,1860469,1860471,45
chr11,1860471,1860476,44
chr11,1860476,1860479,42
chr11,1860479,1860480,24
chr11,1860480,1860485,19
chr11,1860485,1860486,18
chr11,1860486,1860488,16
chr11,1860488,1860491,14
chr11,1860491,1860492,12
chr11,1860492,1860493,10
chr11,1860493,1860497,5
chr11,1860497,1860498,4
chr11,1860498,1860512,1
chr11,1860512,1860515,6
chr11,1860515,1860530,5
chr11,1860530,1860546,6
chr11,1860546,1860579,1
chr11,1860584,1860618,4
chr11,1860638,1860675,1
chr11,1860675,1860687,2
chr11,1860687,1860709,1
chr11,1860732,1860781,1
chr11,1861536,1861585,1
chr11,1862226,1862275,2
chr11,1862522,1862571,1
chr11,1863397,1863446,4
chr11,1863604,1863653,1
chr11,1864727,1864776,2
chr11,1865295,1865344,2
chr11,1866509,1866558,2
chr11,1867701,1867735,1
chr11,1868559,1868593,5
chr11,1868692,1868741,2
chr11,1868922,1868971,2
chr11,1869210,1869259,1
chr11,1869983,1870017,1
chr11,1870266,1870315,2
chr11,1871332,1871381,1
chr11,1872587,1872636,1
chr11,1873080,1873114,1
chr11,1873190,1873203,1
chr11,1873203,1873237,2
chr11,1873237,1873239,1
chr11,1873790,1873824,1
chr11,1874137,1874186,2
chr11,1874445,1874494,1
chr11,1875445,1875479,5
chr11,1875588,1875637,1
chr11,1875770,1875804,7
chr11,1875995,1876029,4
chr11,1876303,1876352,1
chr11,1876938,1876972,3
chr11,1877183,1877217,2
chr11,1877959,1878008,2
chr11,1879601,1879635,1
chr11,1880415,1880464,1
chr11,1880684,1880733,3
chr11,1883185,1883234,1
chr11,1883582,1883631,4
chr11,1883894,1883943,1
chr11,1884189,1884238,2
chr11,1884705,1884739,1
chr11,1885405,1885439,1
chr11,1885829,1885863,4
chr11,1886529,1886578,1
chr11,1887832,1887881,1
chr11,1887970,1888019,1
chr11,1889796,1889845,1
chr11,1890052,1890086,7
chr11,1890624,1890658,1
chr11,1891446,1891495,1
chr11,1891726,1891775,3
chr11,1892123,1892157,7
chr11,1892390,1892439,1
chr11,1893005,1893039,1
chr11,1893214,1893245,2
chr11,1893245,1893263,3
chr11,1893263,1893294,1
chr11,1894346,1894395,3
chr11,1895016,1895048,1
chr11,1895048,1895065,2
chr11,1895065,1895097,1
chr11,1895553,1895556,1
chr11,1895556,1895572,7
chr11,1895572,1895580,9
chr11,1895580,1895584,10
chr11,1895584,1895585,12
chr11,1895585,1895589,13
chr11,1895589,1895590,14
chr11,1895590,1895596,8
chr11,1895596,1895602,12
chr11,1895602,1895606,11
chr11,1895606,1895618,9
chr11,1895618,1895623,7
chr11,1895623,1895629,6
chr11,1895629,1895630,5
chr11,1895630,1895632,1
chr11,1895632,1895634,2
chr11,1895634,1895637,1
chr11,1895637,1895660,2
chr11,1895660,1895665,14
chr11,1895665,1895666,17
chr11,1895666,1895671,18
chr11,1895671,1895681,22
chr11,1895681,1895694,21
chr11,1895694,1895699,9
chr11,1895699,1895705,11
chr11,1895705,1895714,8
chr11,1895714,1895715,5
chr11,1895715,1895720,4
chr11,1895720,1895739,2
chr11,1895739,1895748,4
chr11,1895748,1895788,2
chr11,1895836,1895838,3
chr11,1895838,1895856,4
chr11,1895856,1895868,5
chr11,1895868,1895870,6
chr11,1895870,1895887,3
chr11,1895887,1895905,2
chr11,1895905,1895912,1
chr11,1895912,1895917,3
chr11,1895917,1895961,2
chr11,1896515,1896533,4
chr11,1896533,1896547,9
chr11,1896547,1896559,10
chr11,1896559,1896564,11
chr11,1896564,1896567,7
chr11,1896567,1896568,2
chr11,1896568,1896581,6
chr11,1896581,1896587,7
chr11,1896587,1896596,8
chr11,1896596,1896603,7
chr11,1896603,1896608,9
chr11,1896608,1896613,8
chr11,1896613,1896615,14
chr11,1896615,1896617,13
chr11,1896617,1896618,9
chr11,1896618,1896621,10
chr11,1896621,1896652,9
chr11,1896652,1896662,7
chr11,1896662,1896667,1
chr11,1896675,1896694,1
chr11,1896694,1896724,9
chr11,1896724,1896728,8
chr11,1896902,1896936,1
chr11,1896953,1897002,1
chr11,1897290,1897291,3
chr11,1897291,1897309,7
chr11,1897309,1897313,8
chr11,1897313,1897325,20
chr11,1897325,1897339,16
chr11,1897339,1897347,13
chr11,1897347,1897358,1
chr11,1897400,1897418,1
chr11,1897418,1897449,6
chr11,1897449,1897452,5
chr11,1897923,1897972,7
chr11,1899126,1899175,2
chr11,1900695,1900744,1
chr11,1901358,1901407,3
chr11,1901887,1901936,2
chr11,1903046,1903095,3
chr11,1903850,1903884,1
chr11,1904577,1904626,1
chr11,1906473,1906507,2
chr11,1906528,1906577,1
chr11,1907068,1907102,8
chr11,1907108,1907157,1
chr11,1907275,1907309,8
chr11,1907922,1907956,2
chr11,1908263,1908297,2
