chrom,start,end,value
chr15,72953047,72953051,22
chr15,72953051,72953052,21
chr15,72953052,72953053,20
chr15,72953053,72953060,19
chr15,72953060,72953062,18
chr15,72953062,72953063,19
chr15,72953063,72953064,18
chr15,72953064,72953073,17
chr15,72953073,72953075,16
chr15,72953075,72953077,15
chr15,72953077,72953079,14
chr15,72953079,72953084,13
chr15,72953084,72953099,12
chr15,72953099,72953102,11
chr15,72953102,72953103,10
chr15,72953103,72953105,9
chr15,72953105,72953112,7
chr15,72953112,72953192,5
chr15,72953192,72953194,4
chr15,72953194,72953200,3
chr15,72953200,72953211,4
chr15,72953211,72953212,5
chr15,72953212,72953242,6
chr15,72953242,72953246,7
chr15,72953246,72953260,6
chr15,72953260,72953262,5
chr15,72953262,72953285,5
chr15,72953285,72953329,6
chr15,72953329,72953352,7
chr15,72953352,72953370,8
chr15,72953370,72953384,9
chr15,72953384,72953400,10
chr15,72953400,72953411,9
chr15,72953411,72953412,8
chr15,72953412,72953442,7
chr15,72953442,72953462,6
chr15,72953462,72953470,5
chr15,72953470,72953485,6
chr15,72953485,72953529,5
chr15,72953529,72953552,4
chr15,72953552,72953570,3
chr15,72953570,72953584,2
chr15,72953584,72953670,1
chr15,72954020,72954220,1
chr15,72954220,72954420,1
chr15,72954699,72954799,2
chr15,72954799,72954875,3
chr15,72954875,72954899,4
chr15,72954899,72954999,2
chr15,72954999,72955075,1
chr15,72955416,72955616,1
chr15,72955646,72955846,1
chr15,72956348,72956377,1
chr15,72956377,72956548,2
chr15,72956548,72956577,1
chr15,72957770,72957847,1
chr15,72957847,72957905,2
chr15,72957905,72957970,4
chr15,72957970,72957987,3
chr15,72957987,72958006,4
chr15,72958006,72958047,5
chr15,72958047,72958105,4
chr15,72958105,72958187,2
chr15,72958187,72958206,1
chr15,72959674,72959874,1
chr15,72961237,72961437,1
chr15,72961443,72961643,1
chr15,72961915,72961929,1
chr15,72961929,72961948,2
chr15,72961948,72962115,3
chr15,72962115,72962129,2
chr15,72962129,72962148,1
chr15,72962186,72962249,1
chr15,72962249,72962386,2
chr15,72962386,72962449,1
chr15,72963309,72963322,1
chr15,72963322,72963360,2
chr15,72963360,72963394,3
chr15,72963394,72963509,4
chr15,72963509,72963522,3
chr15,72963522,72963560,2
chr15,72963560,72963594,1
chr15,72963801,72964001,1
chr15,72964106,72964306,1
chr15,72964334,72964531,1
chr15,72964531,72964534,2
chr15,72964534,72964731,1
chr15,72965826,72965995,1
chr15,72965995,72966026,2
chr15,72966026,72966051,1
chr15,72966051,72966195,2
chr15,72966195,72966251,1
chr15,72967089,72967092,1
chr15,72967092,72967289,3
chr15,72967289,72967292,2
chr15,72967890,72967897,1
chr15,72967897,72967910,2
chr15,72967910,72967998,3
chr15,72967998,72968026,4
chr15,72968026,72968041,5
chr15,72968041,72968072,6
chr15,72968072,72968076,7
chr15,72968076,72968084,8
chr15,72968084,72968090,9
chr15,72968090,72968097,8
chr15,72968097,72968110,7
chr15,72968110,72968112,6
chr15,72968112,72968116,7
chr15,72968116,72968153,8
chr15,72968153,72968160,9
chr15,72968160,72968189,10
chr15,72968189,72968198,11
chr15,72968198,72968226,10
chr15,72968226,72968241,9
chr15,72968241,72968272,8
chr15,72968272,72968276,7
chr15,72968276,72968282,6
chr15,72968282,72968284,7
chr15,72968284,72968312,6
chr15,72968312,72968316,5
chr15,72968316,72968335,4
chr15,72968335,72968353,5
chr15,72968353,72968360,4
chr15,72968360,72968389,3
chr15,72968389,72968455,2
chr15,72968455,72968459,3
chr15,72968459,72968464,4
chr15,72968464,72968482,5
chr15,72968482,72968503,4
chr15,72968503,72968535,5
chr15,72968535,72968537,4
chr15,72968537,72968577,5
chr15,72968577,72968587,6
chr15,72968587,72968610,7
chr15,72968610,72968629,8
chr15,72968629,72968635,9
chr15,72968635,72968649,10
chr15,72968649,72968655,12
chr15,72968655,72968658,11
chr15,72968658,72968659,12
chr15,72968659,72968664,11
chr15,72968664,72968668,10
chr15,72968668,72968703,11
chr15,72968703,72968708,10
chr15,72968708,72968710,11
chr15,72968710,72968713,12
chr15,72968713,72968715,13
chr15,72968715,72968736,14
chr15,72968736,72968737,15
chr15,72968737,72968744,14
chr15,72968744,72968748,17
chr15,72968748,72968752,18
chr15,72968752,72968769,19
chr15,72968769,72968777,20
chr15,72968777,72968787,20
chr15,72968787,72968791,19
chr15,72968791,72968796,20
chr15,72968796,72968798,21
chr15,72968798,72968803,22
chr15,72968803,72968804,23
chr15,72968804,72968805,24
chr15,72968805,72968810,25
chr15,72968810,72968811,24
chr15,72968811,72968813,25
chr15,72968813,72968822,26
chr15,72968822,72968828,27
chr15,72968828,72968829,28
chr15,72968829,72968833,27
chr15,72968833,72968834,28
chr15,72968834,72968835,29
chr15,72968835,72968838,28
chr15,72968838,72968846,29
chr15,72968846,72968849,30
chr15,72968849,72968855,28
chr15,72968855,72968858,29
chr15,72968858,72968866,28
chr15,72968866,72968868,29
chr15,72968868,72968881,28
chr15,72968881,72968891,29
chr15,72968891,72968896,30
chr15,72968896,72968908,31
chr15,72968908,72968910,30
chr15,72968910,72968913,29
chr15,72968913,72968915,29
chr15,72968915,72968917,28
chr15,72968917,72968931,29
chr15,72968931,72968936,30
chr15,72968936,72968944,29
chr15,72968944,72968948,26
chr15,72968948,72968951,25
chr15,72968951,72968952,26
chr15,72968952,72968954,25
chr15,72968954,72968957,26
chr15,72968957,72968963,27
chr15,72968963,72968969,28
chr15,72968969,72968970,27
chr15,72968970,72968974,28
chr15,72968974,72968977,29
chr15,72968977,72968979,28
chr15,72968979,72968981,29
chr15,72968981,72968991,30
chr15,72968991,72968994,31
chr15,72968994,72968996,32
chr15,72968996,72968998,31
chr15,72968998,72969001,30
chr15,72969001,72969003,31
chr15,72969003,72969004,30
chr15,72969004,72969005,29
chr15,72969005,72969011,28
chr15,72969011,72969013,27
chr15,72969013,72969022,26
chr15,72969022,72969026,25
chr15,72969026,72969028,26
chr15,72969028,72969030,25
chr15,72969030,72969033,26
chr15,72969033,72969034,25
chr15,72969034,72969038,24
chr15,72969038,72969041,23
chr15,72969041,72969046,24
chr15,72969046,72969055,23
chr15,72969055,72969066,22
chr15,72969066,72969076,21
chr15,72969076,72969081,22
chr15,72969081,72969091,21
chr15,72969091,72969096,20
chr15,72969096,72969112,19
chr15,72969112,72969113,20
chr15,72969113,72969116,19
chr15,72969116,72969117,20
chr15,72969117,72969120,19
chr15,72969120,72969125,20
chr15,72969125,72969131,21
chr15,72969131,72969136,20
chr15,72969136,72969137,21
chr15,72969137,72969138,22
chr15,72969138,72969149,24
chr15,72969149,72969150,25
chr15,72969150,72969151,26
chr15,72969151,72969153,25
chr15,72969153,72969154,26
chr15,72969154,72969157,26
chr15,72969157,72969163,25
chr15,72969163,72969165,24
chr15,72969165,72969166,25
chr15,72969166,72969169,26
chr15,72969169,72969170,27
chr15,72969170,72969171,27
chr15,72969171,72969174,28
chr15,72969174,72969175,28
chr15,72969175,72969176,30
chr15,72969176,72969179,31
chr15,72969179,72969181,30
chr15,72969181,72969182,29
chr15,72969182,72969183,30
chr15,72969183,72969186,32
chr15,72969186,72969187,33
chr15,72969187,72969188,35
chr15,72969188,72969191,36
chr15,72969191,72969194,34
chr15,72969194,72969198,33
chr15,72969198,72969199,34
chr15,72969199,72969200,35
chr15,72969200,72969201,36
chr15,72969201,72969203,35
chr15,72969203,72969212,36
chr15,72969212,72969224,37
chr15,72969224,72969226,38
chr15,72969226,72969227,37
chr15,72969227,72969230,38
chr15,72969230,72969236,38
chr15,72969236,72969240,40
chr15,72969240,72969241,41
chr15,72969241,72969245,40
chr15,72969245,72969250,42
chr15,72969250,72969254,43
chr15,72969254,72969258,44
chr15,72969258,72969259,45
chr15,72969259,72969261,46
chr15,72969261,72969263,48
chr15,72969263,72969267,49
chr15,72969267,72969272,50
chr15,72969272,72969273,52
chr15,72969273,72969276,55
chr15,72969276,72969283,54
chr15,72969283,72969284,55
chr15,72969284,72969288,56
chr15,72969288,72969289,60
chr15,72969289,72969291,61
chr15,72969291,72969293,63
chr15,72969293,72969295,64
chr15,72969295,72969296,66
chr15,72969296,72969297,67
chr15,72969297,72969298,69
chr15,72969298,72969299,72
chr15,72969299,72969300,73
chr15,72969300,72969301,75
chr15,72969301,72969302,79
chr15,72969302,72969303,80
chr15,72969303,72969304,84
chr15,72969304,72969305,86
chr15,72969305,72969306,88
chr15,72969306,72969307,90
chr15,72969307,72969310,92
chr15,72969310,72969311,93
chr15,72969311,72969312,94
chr15,72969312,72969313,95
chr15,72969313,72969315,98
chr15,72969315,72969316,99
chr15,72969316,72969317,99
chr15,72969317,72969318,101
chr15,72969318,72969319,104
chr15,72969319,72969320,107
chr15,72969320,72969321,107
chr15,72969321,72969322,109
chr15,72969322,72969323,112
chr15,72969323,72969324,114
chr15,72969324,72969325,115
chr15,72969325,72969327,117
chr15,72969327,72969329,118
chr15,72969329,72969330,120
chr15,72969330,72969331,121
chr15,72969331,72969332,124
chr15,72969332,72969333,128
chr15,72969333,72969334,130
chr15,72969334,72969335,135
chr15,72969335,72969336,137
chr15,72969336,72969337,140
chr15,72969337,72969338,140
chr15,72969338,72969339,139
chr15,72969339,72969340,140
chr15,72969340,72969342,141
chr15,72969342,72969343,142
chr15,72969343,72969346,144
chr15,72969346,72969347,145
chr15,72969347,72969348,146
chr15,72969348,72969349,147
chr15,72969349,72969350,147
chr15,72969350,72969351,147
chr15,72969351,72969353,148
chr15,72969353,72969354,147
chr15,72969354,72969355,147
chr15,72969355,72969356,150
chr15,72969356,72969357,154
chr15,72969357,72969359,155
chr15,72969359,72969362,156
chr15,72969362,72969364,157
chr15,72969364,72969365,158
chr15,72969365,72969366,158
chr15,72969366,72969367,159
chr15,72969367,72969369,160
chr15,72969369,72969370,159
chr15,72969370,72969371,159
chr15,72969371,72969373,159
chr15,72969373,72969374,160
chr15,72969374,72969375,160
chr15,72969375,72969376,158
chr15,72969376,72969378,157
chr15,72969378,72969379,158
chr15,72969379,72969380,159
chr15,72969380,72969381,160
chr15,72969381,72969382,162
chr15,72969382,72969383,161
chr15,72969383,72969384,160
chr15,72969384,72969386,161
chr15,72969386,72969387,160
chr15,72969387,72969388,161
chr15,72969388,72969389,160
chr15,72969389,72969390,161
chr15,72969390,72969391,162
chr15,72969391,72969392,163
chr15,72969392,72969393,164
chr15,72969393,72969394,165
chr15,72969394,72969395,169
chr15,72969395,72969396,173
chr15,72969396,72969397,174
chr15,72969397,72969398,176
chr15,72969398,72969399,176
chr15,72969399,72969400,175
chr15,72969400,72969401,175
chr15,72969401,72969403,177
chr15,72969403,72969404,177
chr15,72969404,72969405,179
chr15,72969405,72969406,184
chr15,72969406,72969408,185
chr15,72969408,72969409,186
chr15,72969409,72969411,189
chr15,72969411,72969412,193
chr15,72969412,72969413,194
chr15,72969413,72969416,195
chr15,72969416,72969417,196
chr15,72969417,72969418,200
chr15,72969418,72969419,201
chr15,72969419,72969420,203
chr15,72969420,72969422,204
chr15,72969422,72969424,205
chr15,72969424,72969425,207
chr15,72969425,72969426,209
chr15,72969426,72969427,210
chr15,72969427,72969428,214
chr15,72969428,72969429,217
chr15,72969429,72969430,220
chr15,72969430,72969431,224
chr15,72969431,72969432,225
chr15,72969432,72969433,228
chr15,72969433,72969434,230
chr15,72969434,72969435,233
chr15,72969435,72969436,237
chr15,72969436,72969437,238
chr15,72969437,72969438,240
chr15,72969438,72969439,245
chr15,72969439,72969440,249
chr15,72969440,72969441,250
chr15,72969441,72969442,254
chr15,72969442,72969443,257
chr15,72969443,72969444,259
chr15,72969444,72969445,261
chr15,72969445,72969446,261
chr15,72969446,72969447,262
chr15,72969447,72969448,264
chr15,72969448,72969449,266
chr15,72969449,72969450,267
chr15,72969450,72969451,269
chr15,72969451,72969452,271
chr15,72969452,72969453,273
chr15,72969453,72969454,275
chr15,72969454,72969455,274
chr15,72969455,72969457,275
chr15,72969457,72969458,277
chr15,72969458,72969459,278
chr15,72969459,72969460,284
chr15,72969460,72969461,288
chr15,72969461,72969462,286
chr15,72969462,72969463,288
chr15,72969463,72969465,290
chr15,72969465,72969466,292
chr15,72969466,72969467,293
chr15,72969467,72969468,296
chr15,72969468,72969469,301
chr15,72969469,72969470,306
chr15,72969470,72969472,310
chr15,72969472,72969473,310
chr15,72969473,72969474,309
chr15,72969474,72969475,310
chr15,72969475,72969476,312
chr15,72969476,72969477,313
chr15,72969477,72969478,314
chr15,72969478,72969479,315
chr15,72969479,72969480,316
chr15,72969480,72969481,317
chr15,72969481,72969482,320
chr15,72969482,72969483,323
chr15,72969483,72969484,322
chr15,72969484,72969485,322
chr15,72969485,72969487,324
chr15,72969487,72969488,325
chr15,72969488,72969489,322
chr15,72969489,72969490,322
chr15,72969490,72969491,323
chr15,72969491,72969493,321
chr15,72969493,72969494,324
chr15,72969494,72969495,326
chr15,72969495,72969496,324
chr15,72969496,72969497,323
chr15,72969497,72969498,324
chr15,72969498,72969499,322
chr15,72969499,72969500,322
chr15,72969500,72969501,320
chr15,72969501,72969502,316
chr15,72969502,72969503,316
chr15,72969503,72969504,313
chr15,72969504,72969505,313
chr15,72969505,72969506,311
chr15,72969506,72969507,309
chr15,72969507,72969510,307
chr15,72969510,72969511,306
chr15,72969511,72969512,305
chr15,72969512,72969513,304
chr15,72969513,72969515,301
chr15,72969515,72969516,300
chr15,72969516,72969517,299
chr15,72969517,72969518,297
chr15,72969518,72969519,294
chr15,72969519,72969520,291
chr15,72969520,72969521,290
chr15,72969521,72969522,288
chr15,72969522,72969523,285
chr15,72969523,72969524,283
chr15,72969524,72969525,283
chr15,72969525,72969527,280
chr15,72969527,72969528,279
chr15,72969528,72969529,281
chr15,72969529,72969530,279
chr15,72969530,72969531,278
chr15,72969531,72969532,275
chr15,72969532,72969533,271
chr15,72969533,72969534,269
chr15,72969534,72969535,264
chr15,72969535,72969536,262
chr15,72969536,72969537,258
chr15,72969537,72969538,257
chr15,72969538,72969539,256
chr15,72969539,72969540,255
chr15,72969540,72969542,254
chr15,72969542,72969543,253
chr15,72969543,72969546,251
chr15,72969546,72969547,250
chr15,72969547,72969548,249
chr15,72969548,72969549,248
chr15,72969549,72969550,247
chr15,72969550,72969551,246
chr15,72969551,72969553,245
chr15,72969553,72969554,246
chr15,72969554,72969555,245
chr15,72969555,72969556,242
chr15,72969556,72969557,238
chr15,72969557,72969559,237
chr15,72969559,72969562,237
chr15,72969562,72969564,236
chr15,72969564,72969565,235
chr15,72969565,72969566,234
chr15,72969566,72969567,232
chr15,72969567,72969570,233
chr15,72969570,72969571,232
chr15,72969571,72969573,231
chr15,72969573,72969574,230
chr15,72969574,72969578,229
chr15,72969578,72969579,228
chr15,72969579,72969580,227
chr15,72969580,72969581,226
chr15,72969581,72969582,224
chr15,72969582,72969583,225
chr15,72969583,72969584,224
chr15,72969584,72969587,223
chr15,72969587,72969589,220
chr15,72969589,72969590,219
chr15,72969590,72969591,218
chr15,72969591,72969592,218
chr15,72969592,72969593,217
chr15,72969593,72969594,216
chr15,72969594,72969595,212
chr15,72969595,72969596,209
chr15,72969596,72969597,208
chr15,72969597,72969598,206
chr15,72969598,72969600,205
chr15,72969600,72969601,204
chr15,72969601,72969602,202
chr15,72969602,72969603,204
chr15,72969603,72969604,203
chr15,72969604,72969605,201
chr15,72969605,72969606,196
chr15,72969606,72969608,195
chr15,72969608,72969609,194
chr15,72969609,72969611,191
chr15,72969611,72969612,187
chr15,72969612,72969613,185
chr15,72969613,72969616,184
chr15,72969616,72969617,183
chr15,72969617,72969618,179
chr15,72969618,72969619,178
chr15,72969619,72969620,176
chr15,72969620,72969622,175
chr15,72969622,72969624,174
chr15,72969624,72969625,171
chr15,72969625,72969626,170
chr15,72969626,72969627,169
chr15,72969627,72969628,164
chr15,72969628,72969629,161
chr15,72969629,72969630,158
chr15,72969630,72969631,153
chr15,72969631,72969632,152
chr15,72969632,72969633,149
chr15,72969633,72969634,147
chr15,72969634,72969635,144
chr15,72969635,72969636,140
chr15,72969636,72969637,137
chr15,72969637,72969638,135
chr15,72969638,72969639,130
chr15,72969639,72969640,127
chr15,72969640,72969641,125
chr15,72969641,72969642,121
chr15,72969642,72969643,118
chr15,72969643,72969644,116
chr15,72969644,72969645,114
chr15,72969645,72969646,112
chr15,72969646,72969647,111
chr15,72969647,72969648,109
chr15,72969648,72969649,107
chr15,72969649,72969650,107
chr15,72969650,72969651,104
chr15,72969651,72969652,102
chr15,72969652,72969653,100
chr15,72969653,72969655,98
chr15,72969655,72969657,97
chr15,72969657,72969658,95
chr15,72969658,72969659,93
chr15,72969659,72969660,86
chr15,72969660,72969662,82
chr15,72969662,72969663,81
chr15,72969663,72969665,78
chr15,72969665,72969666,76
chr15,72969666,72969667,75
chr15,72969667,72969668,71
chr15,72969668,72969669,66
chr15,72969669,72969670,61
chr15,72969670,72969672,57
chr15,72969672,72969673,55
chr15,72969673,72969674,53
chr15,72969674,72969675,52
chr15,72969675,72969676,50
chr15,72969676,72969677,49
chr15,72969677,72969678,48
chr15,72969678,72969679,47
chr15,72969679,72969680,46
chr15,72969680,72969681,45
chr15,72969681,72969682,42
chr15,72969682,72969684,39
chr15,72969684,72969685,38
chr15,72969685,72969687,36
chr15,72969687,72969688,35
chr15,72969688,72969689,34
chr15,72969689,72969690,33
chr15,72969690,72969693,32
chr15,72969693,72969694,28
chr15,72969694,72969697,26
chr15,72969697,72969698,23
chr15,72969698,72969699,22
chr15,72969699,72969702,21
chr15,72969702,72969703,20
chr15,72969703,72969704,19
chr15,72969704,72969712,17
chr15,72969712,72969724,16
chr15,72969724,72969728,15
chr15,72969728,72969733,13
chr15,72969733,72969739,14
chr15,72969739,72969753,15
chr15,72969753,72969759,14
chr15,72969759,72969764,13
chr15,72969764,72969767,14
chr15,72969767,72969782,12
chr15,72969782,72969787,11
chr15,72969787,72969788,13
chr15,72969788,72969791,14
chr15,72969791,72969795,14
chr15,72969795,72969802,13
chr15,72969802,72969813,11
chr15,72969813,72969824,12
chr15,72969824,72969825,13
chr15,72969825,72969839,12
chr15,72969839,72969849,11
chr15,72969849,72969861,10
chr15,72969861,72969862,11
chr15,72969862,72969868,10
chr15,72969868,72969890,11
chr15,72969890,72969923,12
chr15,72969923,72969933,13
chr15,72969933,72969935,12
chr15,72969935,72969939,13
chr15,72969939,72969953,12
chr15,72969953,72969964,13
chr15,72969964,72969987,12
chr15,72969987,72969988,10
chr15,72969988,72969991,9
chr15,72969991,72970011,8
chr15,72970011,72970013,9
chr15,72970013,72970020,8
chr15,72970020,72970023,9
chr15,72970023,72970024,12
chr15,72970024,72970037,11
chr15,72970037,72970061,12
chr15,72970061,72970068,13
chr15,72970068,72970071,12
chr15,72970071,72970090,13
chr15,72970090,72970123,12
chr15,72970123,72970135,11
chr15,72970135,72970153,10
chr15,72970153,72970211,9
chr15,72970211,72970220,8
chr15,72970220,72970223,7
chr15,72970223,72970237,4
chr15,72970237,72970261,3
chr15,72970261,72970271,1
chr15,72970310,72970373,1
chr15,72970373,72970384,2
chr15,72970384,72970510,3
chr15,72970510,72970546,2
chr15,72970546,72970556,3
chr15,72970556,72970573,4
chr15,72970573,72970584,3
chr15,72970584,72970628,2
chr15,72970628,72970746,3
chr15,72970746,72970756,2
chr15,72970756,72970790,1
chr15,72970790,72970828,2
chr15,72970828,72970842,1
chr15,72970842,72970858,2
chr15,72970858,72970915,3
chr15,72970915,72970919,5
chr15,72970919,72970939,6
chr15,72970939,72970990,7
chr15,72970990,72971042,6
chr15,72971042,72971058,5
chr15,72971058,72971075,4
chr15,72971075,72971115,6
chr15,72971115,72971119,4
chr15,72971119,72971139,3
chr15,72971139,72971227,2
chr15,72971227,72971275,3
chr15,72971275,72971333,1
chr15,72971333,72971427,2
chr15,72971427,72971533,1
chr15,72971577,72971674,1
chr15,72971674,72971777,2
chr15,72971777,72971874,1
chr15,72971893,72971910,1
chr15,72971910,72971942,2
chr15,72971942,72971943,3
chr15,72971943,72971967,4
chr15,72971967,72971970,5
chr15,72971970,72972018,6
chr15,72972018,72972042,7
chr15,72972042,72972063,8
chr15,72972063,72972093,9
chr15,72972093,72972110,8
chr15,72972110,72972142,7
chr15,72972142,72972143,6
chr15,72972143,72972157,5
chr15,72972157,72972167,6
chr15,72972167,72972170,5
chr15,72972170,72972218,4
chr15,72972218,72972220,3
chr15,72972220,72972236,4
chr15,72972236,72972242,5
chr15,72972242,72972247,4
chr15,72972247,72972251,5
chr15,72972251,72972263,6
chr15,72972263,72972342,5
chr15,72972342,72972357,6
chr15,72972357,72972392,6
chr15,72972392,72972393,7
chr15,72972393,72972420,8
chr15,72972420,72972436,7
chr15,72972436,72972447,6
chr15,72972447,72972451,5
chr15,72972451,72972497,4
chr15,72972497,72972541,5
chr15,72972541,72972542,6
chr15,72972542,72972545,5
chr15,72972545,72972546,6
chr15,72972546,72972555,7
chr15,72972555,72972557,8
chr15,72972557,72972563,7
chr15,72972563,72972592,8
chr15,72972592,72972593,7
chr15,72972593,72972655,6
chr15,72972655,72972665,7
chr15,72972665,72972684,8
chr15,72972684,72972690,9
chr15,72972690,72972697,10
chr15,72972697,72972725,10
chr15,72972725,72972741,11
chr15,72972741,72972745,10
chr15,72972745,72972746,9
chr15,72972746,72972755,8
chr15,72972755,72972757,7
chr15,72972757,72972763,8
chr15,72972763,72972855,7
chr15,72972855,72972865,6
chr15,72972865,72972884,5
chr15,72972884,72972890,4
chr15,72972890,72972897,3
chr15,72972897,72972925,2
chr15,72972925,72972938,1
chr15,72972938,72972957,2
chr15,72972957,72973018,1
chr15,72973018,72973027,2
chr15,72973027,72973108,3
chr15,72973108,72973110,4
chr15,72973110,72973138,5
chr15,72973138,72973207,4
chr15,72973207,72973218,5
chr15,72973218,72973227,4
chr15,72973227,72973232,3
chr15,72973232,72973308,4
chr15,72973308,72973310,3
chr15,72973310,72973407,2
chr15,72973407,72973432,1
chr15,72973453,72973458,1
chr15,72973458,72973653,2
chr15,72973653,72973658,1
chr15,72973794,72973946,1
chr15,72973946,72973978,2
chr15,72973978,72973981,3
chr15,72973981,72973994,4
chr15,72973994,72974146,3
chr15,72974146,72974178,2
chr15,72974178,72974181,1
chr15,72974234,72974434,1
chr15,72974480,72974680,1
chr15,72974789,72974816,1
chr15,72974816,72974961,2
chr15,72974961,72974989,3
chr15,72974989,72975016,2
chr15,72975016,72975044,2
chr15,72975044,72975050,3
chr15,72975050,72975081,4
chr15,72975081,72975085,5
chr15,72975085,72975112,7
chr15,72975112,72975113,8
chr15,72975113,72975124,9
chr15,72975124,72975133,10
chr15,72975133,72975135,11
chr15,72975135,72975137,12
chr15,72975137,72975144,13
chr15,72975144,72975147,15
chr15,72975147,72975161,16
chr15,72975161,72975185,16
chr15,72975185,72975195,17
chr15,72975195,72975216,18
chr15,72975216,72975225,17
chr15,72975225,72975244,18
chr15,72975244,72975247,17
chr15,72975247,72975250,18
chr15,72975250,72975254,17
chr15,72975254,72975257,18
chr15,72975257,72975281,19
chr15,72975281,72975285,18
chr15,72975285,72975290,16
chr15,72975290,72975312,17
chr15,72975312,72975313,16
chr15,72975313,72975324,15
chr15,72975324,72975333,14
chr15,72975333,72975335,13
chr15,72975335,72975337,12
chr15,72975337,72975342,11
chr15,72975342,72975344,12
chr15,72975344,72975347,10
chr15,72975347,72975349,9
chr15,72975349,72975350,10
chr15,72975350,72975361,11
chr15,72975361,72975363,10
chr15,72975363,72975368,11
chr15,72975368,72975374,12
chr15,72975374,72975385,13
chr15,72975385,72975395,12
chr15,72975395,72975401,11
chr15,72975401,72975425,12
chr15,72975425,72975426,11
chr15,72975426,72975436,12
chr15,72975436,72975442,13
chr15,72975442,72975447,14
chr15,72975447,72975454,13
chr15,72975454,72975457,12
chr15,72975457,72975490,11
chr15,72975490,72975495,10
chr15,72975495,72975508,11
chr15,72975508,72975528,12
chr15,72975528,72975542,14
chr15,72975542,72975549,13
chr15,72975549,72975550,12
chr15,72975550,72975562,11
chr15,72975562,72975563,12
chr15,72975563,72975568,11
chr15,72975568,72975574,10
chr15,72975574,72975601,9
chr15,72975601,72975606,8
chr15,72975606,72975616,9
chr15,72975616,72975626,10
chr15,72975626,72975633,9
chr15,72975633,72975635,11
chr15,72975635,72975636,12
chr15,72975636,72975638,11
chr15,72975638,72975641,12
chr15,72975641,72975642,13
chr15,72975642,72975649,12
chr15,72975649,72975656,13
chr15,72975656,72975659,14
chr15,72975659,72975685,15
chr15,72975685,72975688,16
chr15,72975688,72975695,17
chr15,72975695,72975708,16
chr15,72975708,72975710,15
chr15,72975710,72975728,16
chr15,72975728,72975749,14
chr15,72975749,72975754,15
chr15,72975754,72975762,16
chr15,72975762,72975763,15
chr15,72975763,72975765,16
chr15,72975765,72975780,17
chr15,72975780,72975781,18
chr15,72975781,72975783,21
chr15,72975783,72975785,22
chr15,72975785,72975793,23
chr15,72975793,72975794,24
chr15,72975794,72975804,25
chr15,72975804,72975806,26
chr15,72975806,72975816,25
chr15,72975816,72975833,24
chr15,72975833,72975835,22
chr15,72975835,72975838,22
chr15,72975838,72975839,21
chr15,72975839,72975841,22
chr15,72975841,72975849,21
chr15,72975849,72975856,20
chr15,72975856,72975859,19
chr15,72975859,72975885,18
chr15,72975885,72975888,17
chr15,72975888,72975898,16
chr15,72975898,72975910,17
chr15,72975910,72975916,16
chr15,72975916,72975920,17
chr15,72975920,72975928,18
chr15,72975928,72975941,19
chr15,72975941,72975949,20
chr15,72975949,72975954,19
chr15,72975954,72975963,18
chr15,72975963,72975965,17
chr15,72975965,72975974,16
chr15,72975974,72975980,17
chr15,72975980,72975981,16
chr15,72975981,72975983,13
chr15,72975983,72975985,12
chr15,72975985,72975993,12
chr15,72975993,72975994,11
chr15,72975994,72976004,10
chr15,72976004,72976010,9
chr15,72976010,72976011,10
chr15,72976011,72976015,11
chr15,72976015,72976035,12
chr15,72976035,72976039,11
chr15,72976039,72976041,10
chr15,72976041,72976047,12
chr15,72976047,72976048,13
chr15,72976048,72976064,14
chr15,72976064,72976078,15
chr15,72976078,72976090,16
chr15,72976090,72976098,17
chr15,72976098,72976116,16
chr15,72976116,72976120,15
chr15,72976120,72976128,14
chr15,72976128,72976137,13
chr15,72976137,72976141,14
chr15,72976141,72976174,13
chr15,72976174,72976179,12
chr15,72976179,72976185,13
chr15,72976185,72976187,12
chr15,72976187,72976188,13
chr15,72976188,72976189,14
chr15,72976189,72976204,16
chr15,72976204,72976210,17
chr15,72976210,72976211,16
chr15,72976211,72976215,15
chr15,72976215,72976219,14
chr15,72976219,72976224,15
chr15,72976224,72976227,16
chr15,72976227,72976241,17
chr15,72976241,72976243,15
chr15,72976243,72976246,16
chr15,72976246,72976247,17
chr15,72976247,72976248,16
chr15,72976248,72976264,15
chr15,72976264,72976271,15
chr15,72976271,72976278,16
chr15,72976278,72976279,15
chr15,72976279,72976280,16
chr15,72976280,72976281,19
chr15,72976281,72976290,20
chr15,72976290,72976293,19
chr15,72976293,72976298,20
chr15,72976298,72976315,21
chr15,72976315,72976330,23
chr15,72976330,72976337,24
chr15,72976337,72976354,23
chr15,72976354,72976359,24
chr15,72976359,72976362,25
chr15,72976362,72976379,26
chr15,72976379,72976387,25
chr15,72976387,72976388,24
chr15,72976388,72976389,23
chr15,72976389,72976404,21
chr15,72976404,72976405,20
chr15,72976405,72976406,21
chr15,72976406,72976407,22
chr15,72976407,72976418,23
chr15,72976418,72976419,24
chr15,72976419,72976424,23
chr15,72976424,72976426,22
chr15,72976426,72976427,23
chr15,72976427,72976443,22
chr15,72976443,72976444,21
chr15,72976444,72976446,22
chr15,72976446,72976464,21
chr15,72976464,72976471,20
chr15,72976471,72976472,19
chr15,72976472,72976475,20
chr15,72976475,72976477,21
chr15,72976477,72976478,23
chr15,72976478,72976479,24
chr15,72976479,72976480,23
chr15,72976480,72976481,20
