chrom1,start1,end1,chrom2,start2,end2,name,score,strand1,strand2,samplenumber
chr7,116221965,116241644,chr7,116019939,116021980,,6.89724034396499,.,.,1
chr22,30558866,30565273,chr22,30391138,30394448,,6.88520082829593,.,.,1
chr11,5490445,5498202,chr11,5138156,5147063,,6.80251659974623,.,.,1
chr21,32879167,32893438,chr21,32699668,32700212,,6.75468143439548,.,.,1
chr22,30672898,30673477,chr22,30585158,30591719,,6.71857491826036,.,.,1
chr22,31070683,31080950,chr22,30843817,30852138,,6.69801708270789,.,.,1
chrX,152851751,152867462,chrX,153633096,153639637,,6.6973353895409,.,.,1
chr22,30594718,30608135,chr22,30634711,30642886,,6.64249727404854,.,.,1
chr22,31190159,31195649,chr22,31774644,31782523,,6.6338998094921,.,.,1
chr22,31250308,31257723,chr22,31763588,31769708,,6.61665959736462,.,.,1
chr22,30807762,30817457,chr22,31774644,31782523,,6.61327699694954,.,.,1
chr22,30383085,30391138,chr22,31139335,31142035,,6.61135546502235,.,.,1
chr22,31094253,31114733,chr22,30817779,30824662,,6.60746482938936,.,.,1
chrX,153278853,153288579,chrX,152884001,152886921,,6.5965516853947,.,.,1
chrX,153227707,153237831,chrX,153373187,153384148,,6.57541103566533,.,.,1
chr16,192187,203355,chr16,332111,334891,,6.57429423510483,.,.,1
chr22,30291151,30306153,chr22,31157003,31160758,,6.54545616022462,.,.,1
chr22,31250308,31257723,chr22,31538968,31546036,,6.49963688324833,.,.,1
chr22,30291151,30306153,chr22,31360812,31371554,,6.49655787638573,.,.,1
chr21,34164473,34178717,chr21,33165873,33179704,,6.49317761841706,.,.,1
chr19,59356566,59359395,chr19,59023585,59038113,,6.48106573486313,.,.,1
chr22,30500492,30518129,chr22,30266958,30288600,,6.47889295652265,.,.,1
chrX,153227707,153237831,chrX,152968284,152976126,,6.46555994149308,.,.,1
chr11,1835870,1848098,chr11,1961771,1979757,,6.46141416749898,.,.,1
chr21,33461676,33469189,chr21,33165873,33179704,,6.44228799586413,.,.,1
chr22,31094253,31114733,chr22,31774644,31782523,,6.42205906155441,.,.,1
chr22,31094253,31114733,chr22,30843817,30852138,,6.41433392655378,.,.,1
chr22,31250308,31257723,chr22,31484607,31497707,,6.40751610196977,.,.,1
chr22,31070683,31080950,chr22,30859813,30868538,,6.38753371410641,.,.,1
chr22,31250308,31257723,chr22,31742874,31744483,,6.38218726336152,.,.,1
chr11,2142468,2152057,chr11,1979757,1985958,,6.3621498843547,.,.,1
chr7,89625680,89633608,chr7,89906076,89909970,,6.31013047779756,.,.,1
chrX,153559612,153565359,chrX,153871585,153872428,,6.30490579572595,.,.,1
chr5,131436755,131442223,chr5,131543418,131544044,,6.29272592944927,.,.,1
chr19,59573963,59585051,chr19,59023585,59038113,,6.2880665849041,.,.,1
chr16,167105,171771,chr16,100532,104689,,6.27083332136232,.,.,1
chr7,90023425,90034489,chr7,90471667,90481023,,6.26955865242273,.,.,1
chr11,2142468,2152057,chr11,1795186,1798564,,6.26715329045173,.,.,1
chr22,31782523,31789358,chr22,30817779,30824662,,6.21659984093458,.,.,1
chr21,34047188,34048703,chr21,34061680,34062158,,6.14113791816647,.,.,1
chr11,5671041,5674710,chr11,4843568,4849818,,6.12639175516347,.,.,1
chr11,2142468,2152057,chr11,1699992,1702534,,6.12606574474994,.,.,1
chr22,30668420,30672898,chr22,30585158,30591719,,6.12188645385669,.,.,1
chr16,120935,131222,chr16,95258,100532,,6.11131404864198,.,.,1
chr22,30668420,30672898,chr22,30467554,30475079,,6.10855925517278,.,.,1
chr22,30672898,30673477,chr22,30545168,30558866,,6.1018150412862,.,.,1
chr22,31250308,31257723,chr22,31562758,31564096,,6.04603822009607,.,.,1
chr5,132264403,132264817,chr5,131554302,131556168,,6.02957710950482,.,.,1
chr19,59292662,59312517,chr19,59041023,59049650,,6.02313373199737,.,.,1
chr21,33892891,33903027,chr21,33492640,33495988,,6.0098123661618,.,.,1
chrX,152840257,152843591,chrX,153267522,153278853,,6.00855302382885,.,.,1
chr19,59359483,59369096,chr19,59455903,59464090,,6.00848867784723,.,.,1
chr21,33461676,33469189,chr21,33126908,33131932,,6.00260956940708,.,.,1
chr5,132030839,132038305,chr5,132214379,132224265,,5.98871790681926,.,.,1
chrX,153952103,153958781,chrX,153793659,153801472,,5.95076531143185,.,.,1
chr19,59573963,59585051,chr19,59121219,59128706,,5.84066873451816,.,.,1
chrX,153620662,153633096,chrX,153267522,153278853,,5.82098828481508,.,.,1
chrX,153239474,153250280,chrX,152968284,152976126,,5.82022291982647,.,.,1
chr19,59619224,59624479,chr19,59051049,59052998,,5.80971843879515,.,.,1
chr22,31198055,31202511,chr22,30585158,30591719,,5.80618858951045,.,.,1
chr7,27204939,27208838,chr7,27417645,27420111,,5.80224959676416,.,.,1
chr22,30194703,30221033,chr22,31117968,31122766,,5.79932933773986,.,.,1
chr16,483474,496515,chr16,100532,104689,,5.78661149720402,.,.,1
chr22,30664260,30668420,chr22,30391138,30394448,,5.78142855610885,.,.,1
chr19,59163517,59190185,chr19,59051049,59052998,,5.77712293636392,.,.,1
chrX,153190717,153205199,chrX,152968284,152976126,,5.76849873299123,.,.,1
chr22,30383085,30391138,chr22,30467554,30475079,,5.75435979330912,.,.,1
chr21,32897398,32899781,chr21,32699668,32700212,,5.73725878974916,.,.,1
chr16,171771,185996,chr16,332111,334891,,5.72034022896526,.,.,1
chr22,30383085,30391138,chr22,31091732,31093368,,5.70217331949369,.,.,1
chr5,131419089,131433094,chr5,131820822,131830598,,5.67831846248593,.,.,1
chr16,353011,360926,chr16,131222,134336,,5.67322137936428,.,.,1
chr21,32879167,32893438,chr21,33975484,33977511,,5.66916804902394,.,.,1
chr22,30500492,30518129,chr22,30585158,30591719,,5.66698846157881,.,.,1
chr22,30166635,30177259,chr22,30391138,30394448,,5.65816703872815,.,.,1
chrX,153278853,153288579,chrX,153706298,153710119,,5.64660448461231,.,.,1
chr22,30342966,30373914,chr22,30684828,30687874,,5.63072816848785,.,.,1
chrX,152893832,152907702,chrX,153267522,153278853,,5.61755771393748,.,.,1
chr22,31080950,31091732,chr22,30266958,30288600,,5.61513254387171,.,.,1
chr16,203355,217804,chr16,332111,334891,,5.61033171818788,.,.,1
chr21,34149279,34159728,chr21,33752128,33755079,,5.594223178893,.,.,1
chr11,4734657,4745714,chr11,4977249,4989559,,5.5917598991973,.,.,1
chr22,30383085,30391138,chr22,30805239,30807762,,5.58869124018503,.,.,1
chr5,131906025,131907880,chr5,131293751,131296117,,5.58840053522349,.,.,1
chrX,153227707,153237831,chrX,152942664,152944374,,5.58786381133022,.,.,1
chr22,31190159,31195649,chr22,30843817,30852138,,5.58195018867022,.,.,1
chr22,30194703,30221033,chr22,30684828,30687874,,5.57204535789114,.,.,1
chr7,126677912,126687154,chr7,126228334,126232663,,5.57152588903011,.,.,1
chr22,30383085,30391138,chr22,30776418,30780601,,5.56500554668024,.,.,1
chr5,131419089,131433094,chr5,131567855,131579924,,5.55680066882118,.,.,1
chrX,153669104,153673158,chrX,153267522,153278853,,5.55064026815667,.,.,1
chr21,34164473,34178717,chr21,33938878,33950717,,5.54173619438997,.,.,1
chr22,31782523,31789358,chr22,31286234,31293117,,5.50997375416611,.,.,1
chr22,31080950,31091732,chr22,31763588,31769708,,5.50650297984196,.,.,1
chr7,115711862,115716752,chr7,116776390,116783913,,5.50117373947286,.,.,1
chr16,167105,171771,chr16,91499,95258,,5.49862279716048,.,.,1
chrX,153227707,153237831,chrX,153001428,153006412,,5.47207224378029,.,.,1
chr22,31094253,31114733,chr22,31536921,31538968,,5.46393704378633,.,.,1
chr19,59155030,59160906,chr19,59041023,59049650,,5.46221481802699,.,.,1
chr22,31250308,31257723,chr22,31748971,31757592,,5.45867519511734,.,.,1
chrX,152851751,152867462,chrX,152976977,152983578,,5.43709501980891,.,.,1
chr22,30518129,30540582,chr22,30391138,30394448,,5.42398537075563,.,.,1
chr22,30342966,30373914,chr22,30191680,30194703,,5.41478353444461,.,.,1
chr7,117220056,117222052,chr7,116284370,116284829,,5.40985229842916,.,.,1
chr21,33741395,33743791,chr21,33126908,33131932,,5.4079543137805,.,.,1
chr22,31250308,31257723,chr22,31577041,31583287,,5.40176701181519,.,.,1
chr19,59430470,59455903,chr19,59023585,59038113,,5.39564412252251,.,.,1
chr5,131628276,131638440,chr5,131675190,131680251,,5.38285740343261,.,.,1
chr5,131750216,131752650,chr5,131859048,131872607,,5.37822761125626,.,.,1
chr22,31520123,31536921,chr22,31733028,31736283,,5.36453463900031,.,.,1
chrX,153654088,153655885,chrX,153718251,153721666,,5.36303772907892,.,.,1
chr22,31094253,31114733,chr22,30824662,30829630,,5.36079947411075,.,.,1
chrX,153185981,153190717,chrX,153373187,153384148,,5.32771962925904,.,.,1
chr19,59464634,59477864,chr19,59023585,59038113,,5.32537297763922,.,.,1
chr21,34149279,34159728,chr21,33938878,33950717,,5.31352912524514,.,.,1
chr21,33741395,33743791,chr21,33230020,33237193,,5.29090338912359,.,.,1
chr22,31190159,31195649,chr22,30690288,30735313,,5.28830048819423,.,.,1
chr16,171771,185996,chr16,100532,104689,,5.27220129216682,.,.,1
chr22,31080950,31091732,chr22,31733028,31736283,,5.27190754802542,.,.,1
chr5,131920327,131923766,chr5,132150586,132157878,,5.26008842743065,.,.,1
chr16,376973,380162,chr16,496515,499413,,5.24455150986964,.,.,1
chrX,152851751,152867462,chrX,152770140,152771513,,5.22987768341168,.,.,1
chrX,153927307,153929997,chrX,153869781,153871585,,5.2237792773974,.,.,1
chr19,59292662,59312517,chr19,59387352,59395200,,5.2002610002129,.,.,1
chr11,1848271,1875064,chr11,1979757,1985958,,5.19905745240833,.,.,1
chrX,152851751,152867462,chrX,153607386,153615794,,5.19683971764325,.,.,1
chrX,153680581,153687759,chrX,153267522,153278853,,5.19194594450232,.,.,1
chr22,31669333,31683583,chr22,30967360,30981094,,5.19112331974877,.,.,1
chr22,31198055,31202511,chr22,30266958,30288600,,5.18882058507236,.,.,1
chrX,153190717,153205199,chrX,153373187,153384148,,5.17749033255036,.,.,1
chrX,152840257,152843591,chrX,153373187,153384148,,5.17676495878912,.,.,1
chr11,5677632,5689289,chr11,4989719,4994943,,5.16456933825103,.,.,1
chr19,59359483,59369096,chr19,59387352,59395200,,5.16333426731006,.,.,1
chr22,31250308,31257723,chr22,31698625,31705969,,5.1614535576166,.,.,1
chrX,153647910,153654088,chrX,153267522,153278853,,5.15978312444571,.,.,1
chr16,104689,109840,chr16,131222,134336,,5.15532413676527,.,.,1
chr11,5656890,5663938,chr11,5238089,5245348,,5.15311591812564,.,.,1
chrX,152851751,152867462,chrX,154018058,154019574,,5.15046211503428,.,.,1
chr16,171771,185996,chr16,91499,95258,,5.12532900640066,.,.,1
chr22,30594718,30608135,chr22,30684828,30687874,,5.10533904656601,.,.,1
chr11,116242954,116262385,chr11,116438206,116450217,,5.09214072794765,.,.,1
chr16,353011,360926,chr16,91499,95258,,5.09147651528213,.,.,1
chr7,116221965,116241644,chr7,115597757,115598282,,5.07723189363278,.,.,1
chr22,31245608,31248105,chr22,31774644,31782523,,5.06871763317965,.,.,1
chr19,59292662,59312517,chr19,59349045,59354851,,5.05598114366993,.,.,1
chrX,153278853,153288579,chrX,153900035,153903403,,5.05328268618623,.,.,1
chr7,116542198,116552833,chr7,116367841,116372955,,5.04959646810256,.,.,1
chrX,153054962,153061936,chrX,153373187,153384148,,5.04739521587524,.,.,1
chrX,153278853,153288579,chrX,153714669,153715718,,5.04379415442288,.,.,1
chr11,5378352,5380697,chr11,5382458,5383457,,5.03172834556847,.,.,1
chr22,30383085,30391138,chr22,30677255,30681014,,5.02787210864038,.,.,1
chrX,153239474,153250280,chrX,153001428,153006412,,5.02715974212602,.,.,1
chr21,32879167,32893438,chr21,32674801,32677258,,5.02645231068204,.,.,1
chr16,192187,203355,chr16,303869,310530,,5.0232142595261,.,.,1
chrX,153330077,153334906,chrX,153267522,153278853,,4.98989464523592,.,.,1
chr11,116242954,116262385,chr11,116450217,116453364,,4.97388756143404,.,.,1
chr22,31250308,31257723,chr22,31498456,31507374,,4.95331173591758,.,.,1
chr16,65725,74450,chr16,131222,134336,,4.95263925080983,.,.,1
chr16,52848,55913,chr16,131222,134336,,4.92988529775473,.,.,1
chr22,30541896,30545168,chr22,31435668,31438370,,4.92737274571594,.,.,1
chr21,33892891,33903027,chr21,33126908,33131932,,4.91550349771467,.,.,1
chr11,5656890,5663938,chr11,4776688,4781468,,4.89539448046143,.,.,1
chr16,56692,64058,chr16,185996,189076,,4.89429062701868,.,.,1
chr11,2142468,2152057,chr11,1755071,1767291,,4.87371474794403,.,.,1
chr19,59369096,59383221,chr19,59041023,59049650,,4.87266111493071,.,.,1
chr11,2142468,2152057,chr11,1961771,1979757,,4.87175365477042,.,.,1
chrX,153054962,153061936,chrX,153267522,153278853,,4.86817358892726,.,.,1
chrX,153227707,153237831,chrX,152805972,152808087,,4.86373349706829,.,.,1
chr5,131419089,131433094,chr5,131605494,131614072,,4.84882861334417,.,.,1
chr21,34164473,34178717,chr21,33126908,33131932,,4.84046800875051,.,.,1
chr11,5278294,5282244,chr11,5420440,5425628,,4.83519580724712,.,.,1
chr22,31592063,31596567,chr22,31577041,31583287,,4.83394702611752,.,.,1
chr22,30166635,30177259,chr22,30191680,30194703,,4.83049851466919,.,.,1
chrX,153288579,153301513,chrX,153706298,153710119,,4.82941557310662,.,.,1
chr22,30594718,30608135,chr22,30673477,30676868,,4.82544152858875,.,.,1
chrX,153330077,153334906,chrX,153373187,153384148,,4.82501671083032,.,.,1
chr16,147784,163301,chr16,100532,104689,,4.82290140595409,.,.,1
chr5,131624621,131627635,chr5,132181271,132184256,,4.81578711279585,.,.,1
chrX,153278853,153288579,chrX,152976977,152983578,,4.81229457271987,.,.,1
chr22,31592063,31596567,chr22,31091732,31093368,,4.80803909967698,.,.,1
chr22,31094253,31114733,chr22,30859813,30868538,,4.80350937840953,.,.,1
chrX,153278853,153288579,chrX,152942664,152944374,,4.80312236846144,.,.,1
chr22,31070683,31080950,chr22,31091732,31093368,,4.7994197954351,.,.,1
chrX,153278853,153288579,chrX,152968284,152976126,,4.79776096330031,.,.,1
chr5,131953668,131955149,chr5,132224265,132225103,,4.78750457801413,.,.,1
chr19,59292662,59312517,chr19,59096248,59099539,,4.77448323377899,.,.,1
chr7,115634608,115644334,chr7,116241644,116247085,,4.77425365549101,.,.,1
chr22,31094253,31114733,chr22,31157003,31160758,,4.77423398461355,.,.,1
chr5,131436755,131442223,chr5,131675190,131680251,,4.76785559135057,.,.,1
chrX,153239474,153250280,chrX,153267522,153278853,,4.76502098987095,.,.,1
chr22,31080950,31091732,chr22,30690288,30735313,,4.75543998894257,.,.,1
chr22,30668420,30672898,chr22,30614948,30617956,,4.74105176204082,.,.,1
chr7,116221965,116241644,chr7,115685035,115687308,,4.7212506815258,.,.,1
chr22,31520123,31536921,chr22,31717274,31719304,,4.71073076421936,.,.,1
chr16,65725,74450,chr16,185996,189076,,4.70743439319033,.,.,1
chrX,152851751,152867462,chrX,152942664,152944374,,4.7024151732966,.,.,1
chr21,32938818,32941685,chr21,33248103,33250301,,4.70151467983005,.,.,1
chrX,153278853,153288579,chrX,153633096,153639637,,4.69326659049977,.,.,1
chrX,153190717,153205199,chrX,153267522,153278853,,4.69147396011694,.,.,1
chr21,34018645,34034485,chr21,33165873,33179704,,4.68815051480714,.,.,1
chr22,31250308,31257723,chr22,31554847,31560875,,4.68548288456415,.,.,1
chrX,153054962,153061936,chrX,152968284,152976126,,4.68320830539171,.,.,1
chr7,89928203,89937465,chr7,90542533,90552647,,4.6827599390571,.,.,1
chr22,31080950,31091732,chr22,31157003,31160758,,4.67801867657828,.,.,1
chrX,153669104,153673158,chrX,153718251,153721666,,4.67549137680547,.,.,1
chr7,126543907,126548258,chr7,125964805,125976382,,4.67184978507947,.,.,1
chrX,153647910,153654088,chrX,153373187,153384148,,4.66962938945798,.,.,1
chr11,5677632,5689289,chr11,5576571,5579064,,4.66277743213424,.,.,1
chr22,30500492,30518129,chr22,31117968,31122766,,4.65519128817403,.,.,1
chr11,5671041,5674710,chr11,5093799,5096936,,4.65374462860169,.,.,1
chr19,59369096,59383221,chr19,59023585,59038113,,4.64131546652889,.,.,1
chr19,59430470,59455903,chr19,59041023,59049650,,4.62320843742125,.,.,1
chr22,30166635,30177259,chr22,30817779,30824662,,4.59222831101772,.,.,1
chr19,59292662,59312517,chr19,59121219,59128706,,4.58433862875526,.,.,1
chr22,31198055,31202511,chr22,31769708,31770528,,4.5824512881017,.,.,1
chr22,30133954,30137204,chr22,30191680,30194703,,4.57330573364608,.,.,1
chr22,31080950,31091732,chr22,30191680,30194703,,4.56247657191285,.,.,1
chr22,31094253,31114733,chr22,30266958,30288600,,4.56199071898046,.,.,1
chr7,127013100,127020340,chr7,126109824,126110015,,4.54285534351465,.,.,1
chr11,5103184,5111484,chr11,5267274,5269927,,4.53468417658727,.,.,1
chrX,153239474,153250280,chrX,153694100,153696253,,4.53404331452131,.,.,1
chr5,132235786,132236218,chr5,132234135,132235786,,4.53135873760217,.,.,1
chr22,30342966,30373914,chr22,30690288,30735313,,4.53033019296358,.,.,1
chr22,30622186,30624405,chr22,31698625,31705969,,4.51229560502854,.,.,1
chr11,5207423,5224943,chr11,5238089,5245348,,4.50694618871234,.,.,1
chr7,116221965,116241644,chr7,115687308,115691270,,4.50300240176803,.,.,1
chrX,153647910,153654088,chrX,153718251,153721666,,4.47815484690434,.,.,1
chr22,31520123,31536921,chr22,31286234,31293117,,4.47254212279795,.,.,1
chr7,116221965,116241644,chr7,115625042,115633971,,4.46965724490699,.,.,1
chrX,152851751,152867462,chrX,153694100,153696253,,4.46645622744942,.,.,1
chr16,376973,380162,chr16,95258,100532,,4.46590216168991,.,.,1
chr11,4826416,4827519,chr11,4977249,4989559,,4.46469070258171,.,.,1
chrX,152851751,152867462,chrX,152948925,152950907,,4.46393595811729,.,.,1
chrX,153278853,153288579,chrX,153001428,153006412,,4.46205374655621,.,.,1
chr7,114069682,114075662,chr7,114633704,114643550,,4.45661563279054,.,.,1
chrX,153185981,153190717,chrX,153001428,153006412,,4.44493855702015,.,.,1
chr11,2112332,2120828,chr11,1979757,1985958,,4.43839636918703,.,.,1
chr22,31190159,31195649,chr22,31157003,31160758,,4.4346023733253,.,.,1
chr5,131436755,131442223,chr5,131643515,131654859,,4.42908765576595,.,.,1
chr21,34164473,34178717,chr21,33975484,33977511,,4.42583222973481,.,.,1
chr22,30194703,30221033,chr22,31618947,31627113,,4.42496722145447,.,.,1
chr16,483474,496515,chr16,95258,100532,,4.41878805001386,.,.,1
chr16,454367,483414,chr16,95258,100532,,4.41831469946436,.,.,1
chr22,31198055,31202511,chr22,30690288,30735313,,4.41540286501899,.,.,1
chr19,59464634,59477864,chr19,59830120,59831998,,4.41418509095087,.,.,1
chrX,153288579,153301513,chrX,153373187,153384148,,4.41121987121531,.,.,1
chr22,30924665,30936395,chr22,30266958,30288600,,4.40993286198974,.,.,1
chr22,30291151,30306153,chr22,30843817,30852138,,4.40730648469701,.,.,1
chr22,31208464,31216640,chr22,30859813,30868538,,4.40072155753482,.,.,1
chr22,31250308,31257723,chr22,31549668,31554847,,4.39137117912886,.,.,1
chr22,30668420,30672898,chr22,30373914,30380710,,4.38406174239607,.,.,1
chr11,5207423,5224943,chr11,5262059,5263965,,4.38305435205806,.,.,1
chr22,31250308,31257723,chr22,31352020,31353623,,4.37755892060162,.,.,1
chr22,30668420,30672898,chr22,31091732,31093368,,4.37324074755634,.,.,1
chr7,89928203,89937465,chr7,90486577,90494804,,4.36842594973747,.,.,1
chr22,31250308,31257723,chr22,31507374,31508968,,4.36803385205506,.,.,1
chr5,132136847,132145025,chr5,131884169,131890987,,4.36521590279958,.,.,1
chrX,153408517,153424877,chrX,153001428,153006412,,4.36317457426427,.,.,1
chr5,131772412,131777642,chr5,131643515,131654859,,4.35751621752665,.,.,1
chr22,30500492,30518129,chr22,30614948,30617956,,4.35622189590522,.,.,1
chr22,30194703,30221033,chr22,31091732,31093368,,4.35495986692499,.,.,1
chr5,131419089,131433094,chr5,131740364,131742682,,4.35402495101261,.,.,1
chr19,59356566,59359395,chr19,59387352,59395200,,4.34732343387913,.,.,1
chr16,44233,50870,chr16,185996,189076,,4.34186742482377,.,.,1
chr22,31208464,31216640,chr22,30391138,30394448,,4.34119157903238,.,.,1
chr22,31080950,31091732,chr22,30995993,31000527,,4.33990131080038,.,.,1
chr22,30383085,30391138,chr22,30585158,30591719,,4.33727613838353,.,.,1
chr22,30383085,30391138,chr22,31497707,31498422,,4.33509518722856,.,.,1
chr7,116221965,116241644,chr7,115693067,115699683,,4.33339163656387,.,.,1
chr16,44233,50870,chr16,289200,303869,,4.32901622766017,.,.,1
chr16,44233,50870,chr16,95258,100532,,4.32639152006241,.,.,1
chr19,59529698,59551309,chr19,59132505,59139797,,4.32296298478898,.,.,1
chr22,30492110,30496713,chr22,30391138,30394448,,4.32131813506196,.,.,1
chr19,59369096,59383221,chr19,59455903,59464090,,4.31788228395171,.,.,1
chrX,153278853,153288579,chrX,153793659,153801472,,4.31238426037698,.,.,1
chr22,30342966,30373914,chr22,30776418,30780601,,4.31162422074756,.,.,1
chr19,59292662,59312517,chr19,59455903,59464090,,4.30600439036631,.,.,1
chr7,116542198,116552833,chr7,116346713,116350123,,4.30559884455136,.,.,1
chrX,152779913,152792622,chrX,153373187,153384148,,4.2998396867837,.,.,1
chr21,33672534,33683608,chr21,33165873,33179704,,4.29773169445457,.,.,1
chr7,116542198,116552833,chr7,116397832,116406683,,4.29461902778096,.,.,1
chr19,59339599,59345724,chr19,59023585,59038113,,4.28721729517516,.,.,1
chr7,115678229,115679502,chr7,116241644,116247085,,4.2803693253846,.,.,1
chr22,31070683,31080950,chr22,31733028,31736283,,4.27226407017208,.,.,1
chrX,153620662,153633096,chrX,153718251,153721666,,4.25602350731185,.,.,1
chr22,30594718,30608135,chr22,30687874,30688849,,4.24290508718877,.,.,1
chr22,30383085,30391138,chr22,30682483,30684828,,4.23888999897135,.,.,1
chrX,153927307,153929997,chrX,153867566,153868113,,4.2334322874949,.,.,1
chr22,31094253,31114733,chr22,30776418,30780601,,4.228867925593,.,.,1
chrX,152851751,152867462,chrX,153042012,153043827,,4.22686905948043,.,.,1
chr11,116194977,116213149,chr11,116450217,116453364,,4.21880718915846,.,.,1
chr19,59312517,59313816,chr19,59023585,59038113,,4.21586166960497,.,.,1
chr22,31250308,31257723,chr22,31769708,31770528,,4.21129563825703,.,.,1
chr7,90023425,90034489,chr7,90486577,90494804,,4.19126924690432,.,.,1
chrX,152851751,152867462,chrX,152774397,152779913,,4.17920432490819,.,.,1
chrX,153278853,153288579,chrX,153012898,153013886,,4.16730557982075,.,.,1
chr5,131920327,131923766,chr5,131884169,131890987,,4.15644663849978,.,.,1
chr22,31782523,31789358,chr22,30967360,30981094,,4.15186275716065,.,.,1
chr22,31198055,31202511,chr22,30687874,30688849,,4.14525384022362,.,.,1
chr7,116447115,116449019,chr7,115745973,115750038,,4.13724883568749,.,.,1
chr22,30383085,30391138,chr22,30817779,30824662,,4.13506783395307,.,.,1
chr22,30924665,30936395,chr22,31484607,31497707,,4.12924779023178,.,.,1
chr22,31094253,31114733,chr22,31577041,31583287,,4.12473057236009,.,.,1
chr16,65725,74450,chr16,332111,334891,,4.11059259191319,.,.,1
chr22,30342966,30373914,chr22,31176948,31190159,,4.10448455012444,.,.,1
chr19,59573963,59585051,chr19,59132505,59139797,,4.10215532060841,.,.,1
chr16,171771,185996,chr16,289200,303869,,4.09484564770387,.,.,1
chr22,31190159,31195649,chr22,30266958,30288600,,4.09276723403821,.,.,1
chr22,31070683,31080950,chr22,30690288,30735313,,4.09073507474366,.,.,1
chr22,31250308,31257723,chr22,31710435,31711068,,4.08240944436867,.,.,1
chr22,31250308,31257723,chr22,31603392,31609610,,4.0802964679178,.,.,1
chr22,30194703,30221033,chr22,30967360,30981094,,4.06794754413843,.,.,1
chr22,31070683,31080950,chr22,30266958,30288600,,4.06306149903665,.,.,1
chrX,152893832,152907702,chrX,153001428,153006412,,4.06291186184114,.,.,1
chr22,31782523,31789358,chr22,31414585,31417049,,4.06059208887065,.,.,1
chr21,34149279,34159728,chr21,33126908,33131932,,4.05995087036911,.,.,1
chr7,116887586,116899362,chr7,117451350,117457028,,4.05822911457656,.,.,1
chrX,152851751,152867462,chrX,153012898,153013886,,4.05703588797524,.,.,1
chr22,30308142,30313723,chr22,30266958,30288600,,4.05530979288448,.,.,1
chr16,203355,217804,chr16,310530,314540,,4.05131235635988,.,.,1
chr11,116242954,116262385,chr11,116338546,116349341,,4.05049876573423,.,.,1
chr16,44233,50870,chr16,303869,310530,,4.04672617571106,.,.,1
chr7,89774226,89780068,chr7,90623112,90624843,,4.03479815204933,.,.,1
chr7,90023425,90034489,chr7,90502335,90512290,,4.02806823203228,.,.,1
chr22,30426851,30430847,chr22,30391138,30394448,,4.02595018728639,.,.,1
chr11,5199624,5207423,chr11,5238089,5245348,,4.01953391772937,.,.,1
chr21,34018645,34034485,chr21,33017302,33018984,,4.01111791131316,.,.,1
chr22,31592063,31596567,chr22,30266958,30288600,,4.00811586009397,.,.,1
chr16,52848,55913,chr16,185996,189076,,4.00667024469986,.,.,1
chr21,34018645,34034485,chr21,33230020,33237193,,4.00647766940089,.,.,1
chr22,31198055,31202511,chr22,30743914,30746530,,4.0048833491601,.,.,1
chr11,5677632,5689289,chr11,5111484,5115830,,4.00467583555807,.,.,1
chr16,203355,217804,chr16,303869,310530,,3.99968021967371,.,.,1
chr7,89928203,89937465,chr7,90471667,90481023,,3.99962326744879,.,.,1
chr22,30166635,30177259,chr22,30467554,30475079,,3.98772309162106,.,.,1
chrX,153239474,153250280,chrX,153718251,153721666,,3.98760703239188,.,.,1
chr11,5207423,5224943,chr11,5263965,5267274,,3.98432382331218,.,.,1
chr11,5207423,5224943,chr11,5267274,5269927,,3.97785624296093,.,.,1
chr22,31250308,31257723,chr22,31618947,31627113,,3.972434934263,.,.,1
chr21,34198062,34206887,chr21,33165873,33179704,,3.96742787481579,.,.,1
chr21,32943241,32948936,chr21,33108871,33115261,,3.96658288686689,.,.,1
chr22,30500492,30518129,chr22,31176948,31190159,,3.96536734957462,.,.,1
chr22,30622186,30624405,chr22,30634711,30642886,,3.9639892732017,.,.,1
chr22,30672898,30673477,chr22,30614948,30617956,,3.96138447681765,.,.,1
chrX,153185981,153190717,chrX,153045679,153054680,,3.95474671428459,.,.,1
chr22,31070683,31080950,chr22,31763588,31769708,,3.95064189730173,.,.,1
chr11,5656890,5663938,chr11,4751281,4756368,,3.94822161266119,.,.,1
chrX,152976126,152976977,chrX,152968284,152976126,,3.94802147097155,.,.,1
chr19,59292662,59312517,chr19,59099539,59102741,,3.94482190487218,.,.,1
chrX,153642663,153647910,chrX,153267522,153278853,,3.94341304346386,.,.,1
chr22,31190159,31195649,chr22,30391138,30394448,,3.94324202140875,.,.,1
chr7,89625680,89633608,chr7,90468777,90471667,,3.9391926020529,.,.,1
chrX,153389483,153408517,chrX,152968284,152976126,,3.93729882418872,.,.,1
chr22,30500492,30518129,chr22,30634711,30642886,,3.93698116530229,.,.,1
chr11,5677632,5689289,chr11,5093799,5096936,,3.9290651303936,.,.,1
chr7,115678229,115679502,chr7,116014342,116018855,,3.92368664108829,.,.,1
chr22,30500492,30518129,chr22,30677255,30681014,,3.9235572135803,.,.,1
chr22,30194703,30221033,chr22,30634711,30642886,,3.9213921164187,.,.,1
chr22,31250308,31257723,chr22,31414585,31417049,,3.91877953638397,.,.,1
chr11,5207423,5224943,chr11,5354907,5363090,,3.90961989615937,.,.,1
chr7,115634608,115644334,chr7,116505959,116511717,,3.90946374458014,.,.,1
